pays;reseau;nom;cle;N;Nobs;manquant;p60;p300;p600;dispersion;annulJour;arretsSupprJour;jours;verdict;motif
France;fr_sncf;Mont-de-Marsan;fr_sncf|UIC87671016;11;1.5;86;100;100;100;0;0.75;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.5 < 15 , trop parfaite : 100 % a moins de 60 s
France;fr_sncf;St-Etienne-Châtcrx. G Routière;fr_sncf|UIC87698662;10.5;1.5;86;100;100;100;0;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.5 < 15 , trop parfaite : 100 % a moins de 60 s
France;fr_sncf;La Crau;fr_sncf|UIC87755611;10.5;1.5;86;66.7;83.3;83.3;16.7;0.25;0.25;4;REJETEE;present 4 jours sur 6 , volume observe 1.5 < 15
France;fr_sncf;Jeumont;fr_sncf|UIC87295014;10;1.5;85;100;100;100;0;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.5 < 15 , trop parfaite : 100 % a moins de 60 s
France;fr_sncf;Saint-Just-en-Chaussée;fr_sncf|UIC87313270;9.5;1.5;84;66.7;83.3;83.3;16.7;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.5 < 15
France;fr_sncf;Le Creusot-TGV;fr_sncf|UIC87694109;9.3;1.5;84;33.3;77.8;77.8;44.4;0;0;6;REJETEE;volume observe 1.5 < 15
France;fr_sncf;Clermont de l'Oise;fr_sncf|UIC87313304;9.3;1.5;84;83.3;83.3;83.3;0;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.5 < 15 , distribution degeneree : dispersion 0.0 pt
France;fr_sncf;Montluçon;fr_sncf|UIC87641001;9.3;1.5;84;100;100;100;0;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.5 < 15 , trop parfaite : 100 % a moins de 60 s
France;fr_sncf;Vic-le-Comte;fr_sncf|UIC87734186;9;1.5;83;83.3;83.3;83.3;0;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.5 < 15 , distribution degeneree : dispersion 0.0 pt
France;fr_sncf;Briançon;fr_sncf|UIC87763607;8.5;1.5;82;100;100;100;0;0;0.25;4;REJETEE;present 4 jours sur 6 , volume observe 1.5 < 15 , trop parfaite : 100 % a moins de 60 s
France;fr_sncf;Boussens;fr_sncf|UIC87611095;8.3;1.5;82;66.7;83.3;83.3;16.7;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.5 < 15
France;fr_sncf;Vendôme;fr_sncf|UIC87574558;8.3;1.5;82;66.7;66.7;83.3;16.7;0.25;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.5 < 15
France;fr_sncf;Saint-Étienne La Terrasse;fr_sncf|UIC87726158;8.2;1.5;82;77.8;88.9;100;22.2;0;0;6;REJETEE;volume observe 1.5 < 15
France;fr_sncf;Champigny;fr_sncf|UIC87683128;8;1.5;81;66.7;83.3;100;33.3;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.5 < 15
France;fr_sncf;Pont-sur-Yonne;fr_sncf|UIC87683136;8;1.5;81;66.7;83.3;100;33.3;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.5 < 15
France;fr_sncf;Romanèche-Thorins-Maison Blanche;fr_sncf|UIC87725739;7.8;1.5;81;83.3;83.3;83.3;0;0;0.5;4;REJETEE;present 4 jours sur 6 , volume observe 1.5 < 15 , distribution degeneree : dispersion 0.0 pt
France;fr_sncf;Gourdon;fr_sncf|UIC87613141;7.5;1.5;80;33.3;33.3;66.7;33.3;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.5 < 15 , ponctualite 33 % < 60 %
France;fr_sncf;Capdenac;fr_sncf|UIC87613109;7;1.5;79;50;66.7;83.3;33.3;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.5 < 15
France;fr_sncf;Roubaix;fr_sncf|UIC87286732;7;1.5;79;83.3;83.3;100;16.7;0.75;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.5 < 15
France;fr_sncf;Vayres;fr_sncf|UIC87584714;6;1.5;75;66.7;77.8;100;33.3;0.83;0.17;6;REJETEE;volume observe 1.5 < 15
France;fr_sncf;Thouaré;fr_sncf|UIC87481143;6;1.5;75;83.3;83.3;100;16.7;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.5 < 15
France;fr_sncf;Cesson-Sévigné;fr_sncf|UIC87334490;5;1.5;70;100;100;100;0;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.5 < 15 , trop parfaite : 100 % a moins de 60 s
France;fr_sncf;Grenoble;fr_sncf|UIC87335521;4.8;1.5;68;83.3;83.3;100;16.7;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.5 < 15
France;fr_sncf;Assat;fr_sncf|UIC87672162;4.8;1.5;68;50;66.7;66.7;16.7;0.25;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.5 < 15
Australie;au_translink_seq;Eumundi station;au_translink_seq|eumundistation@-26.48,152.96;3.5;1.5;57;83.3;100;100;16.7;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.5 < 15 , trop parfaite : aucun retard superieur a 5 min
Australie;au_translink_seq;Yandina station;au_translink_seq|yandinastation@-26.56,152.96;3.5;1.5;57;66.7;100;100;33.3;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.5 < 15 , trop parfaite : aucun retard superieur a 5 min
France;fr_sncf;Villars-les-Dombes;fr_sncf|UIC87723759;12.2;1.4;89;85.7;100;100;14.3;0;0;5;REJETEE;present 5 jours sur 6 , volume observe 1.4 < 15 , trop parfaite : aucun retard superieur a 5 min
France;fr_sncf;Chalon-sur-Saône;fr_sncf|UIC87725002;10.4;1.4;87;42.9;85.7;100;57.1;0.2;0;5;REJETEE;present 5 jours sur 6 , volume observe 1.4 < 15
France;fr_sncf;Saint-Astier;fr_sncf|UIC87595249;7.2;1.4;81;71.4;85.7;100;28.6;0.2;0;5;REJETEE;present 5 jours sur 6 , volume observe 1.4 < 15
France;fr_sncf;Saint-Seurin-sur-l'Isle;fr_sncf|UIC87584615;5.6;1.4;75;71.4;85.7;85.7;14.3;0.2;0;5;REJETEE;present 5 jours sur 6 , volume observe 1.4 < 15
France;fr_sncf;Saint-Médard-de-Guizières;fr_sncf|UIC87584607;5.6;1.4;75;71.4;85.7;85.7;14.3;0.2;0;5;REJETEE;present 5 jours sur 6 , volume observe 1.4 < 15
France;fr_sncf;Ancenis;fr_sncf|UIC87481192;17.5;1.3;93;60;80;80;20;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.3 < 15
France;fr_sncf;Saint-Louis;fr_sncf|UIC87182139;15.3;1.3;92;60;80;80;20;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.3 < 15
France;fr_sncf;Marlieux - Châtillon;fr_sncf|UIC87723767;14.3;1.3;91;80;100;100;20;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.3 < 15 , trop parfaite : aucun retard superieur a 5 min
France;fr_sncf;Matzenheim;fr_sncf|UIC87214130;13.8;1.3;91;80;100;100;20;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.3 < 15 , trop parfaite : aucun retard superieur a 5 min
France;fr_sncf;Fegersheim - Lipsheim;fr_sncf|UIC87212266;13.8;1.3;91;60;100;100;40;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.3 < 15 , trop parfaite : aucun retard superieur a 5 min
France;fr_sncf;Saint-Marcel en Dombes;fr_sncf|UIC87723742;13.3;1.3;91;100;100;100;0;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.3 < 15 , trop parfaite : 100 % a moins de 60 s
France;fr_sncf;Mionnay;fr_sncf|UIC87723726;13.3;1.3;91;100;100;100;0;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.3 < 15 , trop parfaite : 100 % a moins de 60 s
France;fr_sncf;Metzeral;fr_sncf|UIC87182816;13;1.3;90;100;100;100;0;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.3 < 15 , trop parfaite : 100 % a moins de 60 s
France;fr_sncf;Munster;fr_sncf|UIC87182394;12.8;1.3;90;80;80;80;0;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.3 < 15 , distribution degeneree : dispersion 0.0 pt
France;fr_sncf;Duttlenheim;fr_sncf|UIC87214544;12.5;1.3;90;100;100;100;0;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.3 < 15 , trop parfaite : 100 % a moins de 60 s
France;fr_sncf;Kruth;fr_sncf|UIC87182642;12.3;1.3;90;100;100;100;0;0.25;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.3 < 15 , trop parfaite : 100 % a moins de 60 s
France;fr_sncf;Guéthary;fr_sncf|UIC87673459;12.3;1.3;90;60;100;100;40;1.5;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.3 < 15 , trop parfaite : aucun retard superieur a 5 min
France;fr_sncf;Breitenbach;fr_sncf|UIC87182659;12.3;1.3;90;80;80;80;0;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.3 < 15 , distribution degeneree : dispersion 0.0 pt
France;fr_sncf;Muhlbach-sur-Munster;fr_sncf|UIC87182733;12.3;1.3;90;100;100;100;0;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.3 < 15 , trop parfaite : 100 % a moins de 60 s
France;fr_sncf;Thann Saint-Jacques;fr_sncf|UIC87182881;12;1.3;90;80;80;100;20;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.3 < 15
France;fr_sncf;Chaumont;fr_sncf|UIC87142000;11.8;1.3;89;80;100;100;20;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.3 < 15 , trop parfaite : aucun retard superieur a 5 min
France;fr_sncf;Montchanin;fr_sncf|UIC87694307;11.5;1.3;89;100;100;100;0;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.3 < 15 , trop parfaite : 100 % a moins de 60 s
France;fr_sncf;Voreppe;fr_sncf|UIC87747337;10.8;1.3;88;100;100;100;0;0;0.25;4;REJETEE;present 4 jours sur 6 , volume observe 1.3 < 15 , trop parfaite : 100 % a moins de 60 s
France;fr_sncf;Réaumont - Saint-Cassien;fr_sncf|UIC87747279;10.8;1.3;88;100;100;100;0;0;0.25;4;REJETEE;present 4 jours sur 6 , volume observe 1.3 < 15 , trop parfaite : 100 % a moins de 60 s
France;fr_sncf;Saint-Malo;fr_sncf|UIC87478107;9.5;1.3;87;80;100;100;20;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.3 < 15 , trop parfaite : aucun retard superieur a 5 min
France;fr_sncf;Serquigny;fr_sncf|UIC87444315;8.8;1.3;86;60;100;100;40;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.3 < 15 , trop parfaite : aucun retard superieur a 5 min
France;fr_sncf;Rochefort;fr_sncf|UIC87485144;8.3;1.3;85;60;80;100;40;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.3 < 15
France;fr_sncf;Saint-Gaudens;fr_sncf|UIC87611137;8.3;1.3;85;40;80;80;40;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.3 < 15
France;fr_sncf;Issoudun;fr_sncf|UIC87597062;7.8;1.3;84;60;80;80;20;0.25;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.3 < 15
France;fr_sncf;Aurillac;fr_sncf|UIC87645002;7.5;1.3;83;40;60;80;40;0;0.25;4;REJETEE;present 4 jours sur 6 , volume observe 1.3 < 15
France;fr_sncf;Meyrargues;fr_sncf|UIC87751370;7.3;1.3;83;60;80;80;20;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.3 < 15
France;fr_sncf;Mennetou-sur-Cher;fr_sncf|UIC87576728;7.3;1.3;83;100;100;100;0;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.3 < 15 , trop parfaite : 100 % a moins de 60 s
France;fr_sncf;Cazères;fr_sncf|UIC87611079;6.8;1.3;81;20;60;60;40;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.3 < 15
France;fr_sncf;Carbonne;fr_sncf|UIC87611061;6.8;1.3;81;20;60;60;40;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.3 < 15
France;fr_sncf;Tournus;fr_sncf|UIC87725622;6.8;1.3;81;40;80;100;60;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.3 < 15
France;fr_sncf;Mouchard;fr_sncf|UIC87718833;6.8;1.3;81;80;80;80;0;0;0.25;4;REJETEE;present 4 jours sur 6 , volume observe 1.3 < 15 , distribution degeneree : dispersion 0.0 pt
France;fr_sncf;Sarliève - Cournon;fr_sncf|UIC87734152;6.8;1.3;81;80;80;80;0;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.3 < 15 , distribution degeneree : dispersion 0.0 pt
France;fr_sncf;Marmande;fr_sncf|UIC87586545;6.5;1.3;81;60;60;80;20;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.3 < 15
France;fr_sncf;Avenay;fr_sncf|UIC87171579;6.5;1.3;81;60;60;100;40;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.3 < 15
France;fr_sncf;Oudon;fr_sncf|UIC87481184;6;1.3;79;100;100;100;0;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.3 < 15 , trop parfaite : 100 % a moins de 60 s
France;fr_sncf;Mauves-sur-Loire;fr_sncf|UIC87481150;6;1.3;79;100;100;100;0;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.3 < 15 , trop parfaite : 100 % a moins de 60 s
France;fr_sncf;Parent - Coudes - Champeix;fr_sncf|UIC87734194;5.5;1.3;77;80;80;80;0;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.3 < 15 , distribution degeneree : dispersion 0.0 pt
France;fr_sncf;La Ménitré;fr_sncf|UIC87487884;5.5;1.3;77;100;100;100;0;0.25;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.3 < 15 , trop parfaite : 100 % a moins de 60 s
France;fr_sncf;Vierzon Forges;fr_sncf|UIC87576090;5.5;1.3;77;80;100;100;20;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.3 < 15 , trop parfaite : aucun retard superieur a 5 min
France;fr_sncf;Chasseneuil-du-Poitou;fr_sncf|UIC87575225;5.3;1.3;76;60;60;80;20;0.5;0.25;4;REJETEE;present 4 jours sur 6 , volume observe 1.3 < 15
France;fr_sncf;Les Rosiers-sur-Loire;fr_sncf|UIC87487876;5.3;1.3;76;100;100;100;0;0.25;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.3 < 15 , trop parfaite : 100 % a moins de 60 s
France;fr_sncf;Saint-Étienne-de-Montluc;fr_sncf|UIC87481812;5.3;1.3;76;100;100;100;0;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.3 < 15 , trop parfaite : 100 % a moins de 60 s
France;fr_sncf;Dinan;fr_sncf|UIC87478164;5;1.3;75;100;100;100;0;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.3 < 15 , trop parfaite : 100 % a moins de 60 s
France;fr_sncf;Fons - Saint-Mamert;fr_sncf|UIC87775379;5;1.3;75;60;80;80;20;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.3 < 15
France;fr_sncf;Noyal - Acigné;fr_sncf|UIC87471540;5;1.3;75;100;100;100;0;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.3 < 15 , trop parfaite : 100 % a moins de 60 s
France;fr_sncf;Servon;fr_sncf|UIC87471532;5;1.3;75;100;100;100;0;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.3 < 15 , trop parfaite : 100 % a moins de 60 s
France;fr_sncf;Bons-en-Chablais;fr_sncf|UIC87745596;4.5;1.3;72;40;60;80;40;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.3 < 15
France;fr_sncf;Francfort sur le Main;fr_sncf|UIC80110684;4.3;1.3;71;80;100;100;20;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.3 < 15 , trop parfaite : aucun retard superieur a 5 min
France;fr_sncf;Karlsruhe Hbf;fr_sncf|UIC80142281;3.8;1.3;67;0;40;60;60;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.3 < 15 , ponctualite 40 % < 60 %
Australie;au_translink_seq;Gympie North station;au_translink_seq|gympienorthstation@-26.16,152.68;3;1.3;58;80;100;100;20;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 1.3 < 15 , trop parfaite : aucun retard superieur a 5 min
Pays-Bas;nl_ovapi;Duisburg Hbf;nl_ovapi|duisburghbf@51.43,6.77;13;1.2;91;83.3;100;100;16.7;0;0;5;REJETEE;present 5 jours sur 6 , volume observe 1.2 < 15 , trop parfaite : aucun retard superieur a 5 min
France;fr_sncf;Saint-André-de-Corcy;fr_sncf|UIC87723734;11.4;1.2;89;100;100;100;0;0;0;5;REJETEE;present 5 jours sur 6 , volume observe 1.2 < 15 , trop parfaite : 100 % a moins de 60 s
France;fr_sncf;La Souterraine;fr_sncf|UIC87592378;10.8;1.2;89;50;66.7;66.7;16.7;0.8;0;5;REJETEE;present 5 jours sur 6 , volume observe 1.2 < 15
France;fr_sncf;Pont de Lignon;fr_sncf|UIC87726786;8.2;1.2;85;50;66.7;83.3;33.3;0;0;5;REJETEE;present 5 jours sur 6 , volume observe 1.2 < 15
France;fr_sncf;Saint-Vincent le Château;fr_sncf|UIC87734715;7.8;1.2;85;83.3;83.3;83.3;0;0;0;5;REJETEE;present 5 jours sur 6 , volume observe 1.2 < 15 , distribution degeneree : dispersion 0.0 pt
France;fr_sncf;Lavoûte-sur-Loire;fr_sncf|UIC87734707;7.8;1.2;85;100;100;100;0;0;0;5;REJETEE;present 5 jours sur 6 , volume observe 1.2 < 15 , trop parfaite : 100 % a moins de 60 s
