pays;reseau;gare;nom;N;ponctualite;fraicheur;distincts;annulesJour;jours;statut;K;verdict;motif
Allemagne;de_gtfsde;rheinsheimbahnhof@49.23,8.42;rheinsheimbahnhof;39.6;85.2;97.2;19;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;nrtingenrodorf@48.61,9.35;nrtingenrodorf;39.6;76.9;98.6;68;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;drenannakirmesplatzbus@50.80,6.47;drenannakirmesplatzbus;39.6;97.8;97.2;11;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;kaulsdorfsaale@50.61,11.43;kaulsdorfsaale;39.6;95.3;91.1;18;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;regen@48.97,13.14;regen;39.6;94.6;97.9;13;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;oberrothenbachbahnhof@50.76,12.48;oberrothenbachbahnhof;39.6;96.4;100;11;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;kutzenhausen@48.33,10.70;kutzenhausen;39.6;89.2;95.2;22;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;haldensleben@52.29,11.41;haldensleben;39.6;78;93;24;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;engelskirchenbf@50.99,7.41;engelskirchenbf;39.6;52;96.9;30;0;7;rotation;22;RETENUE;
France;fr_sncf;UIC87753681;Saint-Martin-de-Crau;39.4;90.2;100;12;0;7;rotation;22;RETENUE;
France;fr_sncf;UIC87313304;Clermont de l'Oise;39.4;90.2;100;10;0.86;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;hoheneggelsenbahnhof@52.20,10.20;hoheneggelsenbahnhof;39.4;82.2;95.2;23;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;woltwieschebahnhof@52.20,10.28;woltwieschebahnhof;39.4;81.5;93.9;21;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;vhringenbahnhof@48.28,10.08;vhringenbahnhof;39.4;76.8;94.5;31;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;alsheimbahnhof@49.77,8.34;alsheimbahnhof;39.4;81.9;96.2;26;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;stendalhochschule@52.62,11.85;stendalhochschule;39.4;86.6;92;17;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;heimenkirch@47.63,9.90;heimenkirch;39.4;63.8;99.3;26;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;nidderaueichennidderaueichenbahnhof@50.26,8.92;nidderaueichennidderaueichenbahnhof;39.4;92.8;99.3;21;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;enkenbachbahnhof@49.49,7.90;enkenbachbahnhof;39.4;84.4;99.3;21;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;windeckherchenbf@50.77,7.52;windeckherchenbf;39.4;77.9;94.8;28;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;schmilkahphirschmhle@50.89,14.23;schmilkahphirschmhle;39.4;84.8;95.8;25;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;kasselamweinberg@51.31,9.49;kasselamweinberg;39.4;84.1;98.9;34;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;camburgsaale@51.05,11.70;camburgsaale;39.4;92.8;89;43;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;biwindelsbleichebahnhof@51.96,8.53;biwindelsbleichebahnhof;39.4;86.2;95.5;20;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;rimbachschulzentrumbf@49.62,8.75;rimbachschulzentrumbf;39.4;80.1;93.9;19;0;7;rotation;22;RETENUE;
Etats-Unis;us_mta_mnr;springdale@41.09,-73.52;springdale;39.4;96;98.9;15;0;7;rotation;22;RETENUE;
France;fr_sncf;UIC87746339;Bonneville;39.3;95.3;99.6;5;0.57;7;rotation;21;RETENUE;
Norvege;no_entur;dalestasjon@60.59,5.82;dalestasjon;39.3;93.5;100;101;0;7;rotation;21;RETENUE;
Norvege;no_entur;darbustasjon@59.70,9.80;darbustasjon;39.3;81.1;100;177;0;7;rotation;21;RETENUE;
Norvege;no_entur;vestfossenstasjon@59.73,9.87;vestfossenstasjon;39.3;80;100;162;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;kleinwallstadt@49.87,9.17;kleinwallstadt;39.3;93.8;95.2;15;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;emmerichbahnhof@51.83,6.25;emmerichbahnhof;39.3;56;93.5;60;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;michendorfbahnhof@52.32,13.03;michendorfbahnhof;39.3;95.6;84.6;14;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;baarebenhausen@48.67,11.46;baarebenhausen;39.3;71.3;97.2;35;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;heigenbrcken@50.02,9.38;heigenbrcken;39.3;74.5;96.8;30;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;kellmnzbahnhof@48.12,10.12;kellmnzbahnhof;39.3;83.3;97.2;28;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;weienhornbahnhof@48.31,10.15;weienhornbahnhof;39.3;93.1;98.9;13;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;smmerda@51.17,11.13;smmerda;39.3;83.6;88.7;39;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;wolgastbahnhof@54.04,13.77;wolgastbahnhof;39.3;92.4;98.6;15;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;fischbachcamphausen@49.30,7.03;fischbachcamphausen;39.1;90.5;95.5;14;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;freiburgherdernbahnhof@48.01,7.85;freiburgherdernbahnhof;39.1;90.9;93.5;30;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;leiferdegifhornbahnhof@52.46,10.43;leiferdegifhornbahnhof;39.1;90.1;99.3;23;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;plessabahnhof@51.47,13.62;plessabahnhof;39.1;94.2;92.3;18;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;friedrichshafenlandratsamt@47.66,9.45;friedrichshafenlandratsamt;39.1;39.4;94.2;29;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;martinsteinbahnhof@49.80,7.54;martinsteinbahnhof;39.1;76.6;99.6;30;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;mainleus@50.10,11.38;mainleus;39.1;92.7;98.9;18;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;ockenheimbahnhof@49.95,7.97;ockenheimbahnhof;39.1;66.8;97.9;36;0;7;rotation;21;RETENUE;
Etats-Unis;us_mta_lirr;westhempstead@40.70,-73.64;westhempstead;39.1;94.2;100;156;0;7;rotation;21;RETENUE;
France;fr_sncf;UIC87142000;Chaumont;39;91.9;100;12;0.43;7;rotation;21;RETENUE;
Pays-Bas;nl_ovapi;dsseldorfhbf@51.22,6.79;dsseldorfhbf;39;89;99.6;48;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;merchweiler@49.36,7.07;merchweiler;39;91.2;93.5;15;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;scheeel@53.17,9.50;scheeel;39;64.5;97.2;44;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;bernburgroschwitz@51.78,11.76;bernburgroschwitz;39;69.6;96.5;31;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;wahlitz@52.11,11.79;wahlitz;39;85;97.8;20;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;gsenbgenthin@52.33,11.98;gsenbgenthin;39;71.8;95.1;27;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;dedenhausenbahnhof@52.43,10.24;dedenhausenbahnhof;39;93.4;97.8;17;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;klevebahnhof@51.79,6.15;klevebahnhof;39;54.6;84.5;41;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;huttenheim@49.20,8.47;huttenheim;39;84.6;98.2;19;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;unterreichenbachbahnhof@48.83,8.71;unterreichenbachbahnhof;39;83.2;91.3;22;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;hasselrothniedermittlaubahnhof@50.18,9.11;hasselrothniedermittlaubahnhof;39;70.3;99.3;41;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;greifswald@54.09,13.37;greifswald;39;79.9;95.1;32;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;bardowick@53.29,10.37;bardowick;39;71.4;96.8;37;0;7;rotation;21;RETENUE;
France;fr_sncf;UIC87116137;Longueville;38.9;91.5;100;21;0.14;7;rotation;21;RETENUE;
France;fr_sncf;UIC87484337;La Possonnière;38.9;92.3;100;10;0.57;7;rotation;21;RETENUE;
France;fr_sncf;UIC87763607;Briançon;38.9;91.9;100;11;0.14;7;rotation;21;RETENUE;
France;fr_sncf;UIC87718833;Mouchard;38.9;93.8;100;9;0.29;7;rotation;21;RETENUE;
Norvege;no_entur;varingskollenstasjon@60.11,10.85;varingskollenstasjon;38.9;93;100;129;0;7;rotation;21;RETENUE;
Norvege;no_entur;nebystasjon@60.09,10.86;nebystasjon;38.9;96;100;131;0;7;rotation;21;RETENUE;
Norvege;no_entur;tyenstasjon@59.92,10.78;tyenstasjon;38.9;94.1;100;137;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;norsingenbahnhof@47.94,7.73;norsingenbahnhof;38.9;93;93.5;21;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;barleben@52.21,11.62;barleben;38.9;74.3;98.6;28;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;bodenheimbahnhof@49.93,8.31;bodenheimbahnhof;38.9;83.8;95.4;25;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;eichstedtaltm@52.67,11.85;eichstedtaltm;38.9;82.7;96.8;17;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;fnmanzellbahnhof@47.66,9.43;fnmanzellbahnhof;38.9;41.9;96.8;34;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;seebadheringsdorf@53.95,14.17;seebadheringsdorf;38.9;93.8;88.9;17;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;botvonderortbf@51.50,6.91;botvonderortbf;38.9;53.3;95.8;52;0;7;rotation;21;RETENUE;
Norvege;no_entur;kongsbergstasjon@59.67,9.65;kongsbergstasjon;38.7;86.7;98.5;132;0;7;rotation;21;RETENUE;
Norvege;no_entur;fredrikstadstasjon@59.21,10.95;fredrikstadstasjon;38.7;76.8;99.3;184;0;7;rotation;21;RETENUE;
Irlande;ie_nta;ashtown@53.38,-6.33;ashtown;38.7;91.1;93.8;21;0;7;rotation;21;RETENUE;
Pays-Bas;nl_ovapi;wolfheze@52.01,5.79;wolfheze;38.7;95.6;97.5;105;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;lentfhrden@53.88,9.89;lentfhrden;38.7;85.6;90.3;20;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;gatersleben@51.83,11.29;gatersleben;38.7;57.6;96.8;45;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;mgodenkirchenbf@51.14,6.45;mgodenkirchenbf;38.7;79.3;88.6;25;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;obergries@47.71,11.56;obergries;38.7;92.6;88.9;17;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;hannoverbahnhofvinnhorst@52.42,9.71;hannoverbahnhofvinnhorst;38.7;67.9;88.3;31;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;gaiach@47.74,11.58;gaiach;38.7;93.4;91.2;13;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;urspringbahnhof@48.55,9.89;urspringbahnhof;38.7;88.2;97.8;25;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;amstettenbahnhof@48.58,9.87;amstettenbahnhof;38.7;90.8;95.8;20;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;badabbach@48.92,11.99;badabbach;38.7;86;98.5;20;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;alarwerdorfbahnhof@50.59,8.42;alarwerdorfbahnhof;38.7;77.1;96.8;29;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;schneckkilianstdtenbahnhof@50.20,8.84;schneckkilianstdtenbahnhof;38.7;90;97.1;20;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;erbachodwbahnhof@49.66,8.99;erbachodwbahnhof;38.7;89.7;99.6;21;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;bitzfeld@49.19,9.45;bitzfeld;38.7;80.4;91.6;171;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;eiserfeldbf@50.85,7.99;eiserfeldbf;38.7;84.5;95.1;27;0;7;rotation;21;RETENUE;
Irlande;ie_nta;coolmine@53.38,-6.39;coolmine;38.6;84.8;92.5;20;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;keitum@54.89,8.37;keitum;38.6;69.6;91.5;32;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;dausenau@50.33,7.76;dausenau;38.6;87;95.7;27;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;altenstadtbahnhof@50.28,8.94;altenstadtbahnhof;38.6;93.3;93.4;18;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;lauenbrck@53.20,9.56;lauenbrck;38.6;66.3;96.8;42;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;hinrichssegen@47.87,11.95;hinrichssegen;38.6;72.2;85.4;27;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;buldernbahnhof@51.86,7.37;buldernbahnhof;38.6;51.1;91.5;40;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;altenbergebahnhof@52.05,7.48;altenbergebahnhof;38.6;80;95.1;19;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;langenhagenpferdemarkt@52.45,9.74;langenhagenpferdemarkt;38.6;71.1;91.8;33;0;7;rotation;21;RETENUE;
France;fr_sncf;UIC87615039;Castelnaudary;38.4;82.5;99.6;14;0.57;7;rotation;21;RETENUE;
Norvege;no_entur;gulskogenstasjon@59.74,10.16;gulskogenstasjon;38.4;77.3;97.8;178;0;7;rotation;21;RETENUE;
Pays-Bas;nl_ovapi;holten@52.28,6.42;holten;38.4;97.8;100;81;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;bindlach@49.98,11.60;bindlach;38.4;94.4;98.5;18;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;wildbergbahnhof@48.63,8.74;wildbergbahnhof;38.4;88.1;93.1;18;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;wasseralfbahnhof@48.86,10.10;wasseralfbahnhof;38.4;72.5;92.1;30;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;parkentin@54.08,11.98;parkentin;38.4;86.6;94.1;16;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;dabendorfbahnhof@52.24,13.44;dabendorfbahnhof;38.4;86.6;97.8;26;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;bisennebahnhof@51.97,8.52;bisennebahnhof;38.4;88.5;94.7;20;0;7;rotation;21;RETENUE;
France;fr_sncf;UIC87615054;Bram;38.3;83.6;100;15;0.57;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;steinpleishaltepunkt@50.71,12.39;steinpleishaltepunkt;38.3;65.7;86.7;34;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;gtzbahnhof@52.41,12.73;gtzbahnhof;38.3;80.2;97.5;27;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;sinnbahnhof@50.65,8.33;sinnbahnhof;38.3;79.9;94.7;29;0;7;rotation;21;RETENUE;
France;fr_sncf;UIC87485227;Surgères;38.1;92.5;100;10;0.43;7;rotation;21;RETENUE;
Norvege;no_entur;hamarstasjon@60.79,11.08;hamarstasjon;38.1;73;99.6;125;0;7;rotation;21;RETENUE;
Norvege;no_entur;hakadalstasjon@60.12,10.83;hakadalstasjon;38.1;94.8;98.2;142;0;7;rotation;21;RETENUE;
Norvege;no_entur;skarnesstasjon@60.25,11.68;skarnesstasjon;38.1;60.3;99.3;210;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;rodenbachmkkbahnhof@50.15,9.01;rodenbachmkkbahnhof;38.1;67;96.7;41;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;hanauwolfgangbahnhof@50.12,8.96;hanauwolfgangbahnhof;38.1;67.8;97.1;38;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;haigersechsheldenbahnhof@50.75,8.25;haigersechsheldenbahnhof;38.1;91;92.1;22;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;hrpolding@47.96,12.57;hrpolding;38.1;95.1;93;13;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;laubenheimnahebahnhof@49.92,7.90;laubenheimnahebahnhof;38.1;94.8;95.4;16;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;walheim@49.01,9.15;walheim;38.1;90.3;87.5;17;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;bielefeldbrakebahnhof@52.07,8.61;bielefeldbrakebahnhof;38.1;86.9;86.4;57;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;balingenbahnhofbusbf@48.28,8.85;balingenbahnhofbusbf;38.1;56.9;84.2;54;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;groenaspe@53.98,9.97;groenaspe;38.1;88;90.5;21;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;haspelmoor@48.22,11.10;haspelmoor;38.1;85.8;93.7;20;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;boostedt@54.02,10.02;boostedt;38.1;88.4;94.3;19;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;hochstettenbahnhof@49.80,7.51;hochstettenbahnhof;38.1;74.5;99.3;31;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;wnsdorfwaldstadtbahnhof@52.17,13.47;wnsdorfwaldstadtbahnhof;38.1;88;97.8;22;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;bremenklinikumbremennordbeckedorf@53.19,8.60;bremenklinikumbremennordbeckedorf;38.1;89.5;91.8;21;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;zwickauplbitzerbahnhof@50.74,12.48;zwickauplbitzerbahnhof;38.1;96.6;99.3;14;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;mnnerstadt@50.25,10.19;mnnerstadt;38.1;92.1;91.4;19;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;michelstadtbahnhof@49.69,9.00;michelstadtbahnhof;38.1;86.9;99.3;23;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;alarbahnhof@50.59,8.46;alarbahnhof;38.1;79.8;93.7;28;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;timmendorferstrand@53.99,10.76;timmendorferstrand;38.1;93.6;96;16;0;7;rotation;21;RETENUE;
France;fr_sncf;UIC87471508;Vitré;38;93.6;100;9;0.29;7;rotation;21;RETENUE;
France;fr_sncf;UIC87141044;Toul;38;93.2;99.6;10;0.29;7;rotation;21;RETENUE;
Irlande;ie_nta;portmarnock@53.42,-6.15;portmarnock;38;90.6;91.4;17;0;7;rotation;21;RETENUE;
Pays-Bas;nl_ovapi;dalen@52.69,6.76;dalen;38;96.2;99.6;88;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;lauenburgelbe@53.37,10.57;lauenburgelbe;38;64.3;95.3;28;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;marktoberdorf@47.78,10.61;marktoberdorf;38;77.1;92.7;29;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;gerlenhofenbahnhof@48.35,10.04;gerlenhofenbahnhof;38;87.6;91.7;23;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;badneustadtsaale@50.33,10.23;badneustadtsaale;38;92.5;84.7;17;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;penzberg@47.75,11.37;penzberg;38;55.6;96.7;26;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;lispenhausen@50.99,9.77;lispenhausen;38;74.8;98.2;28;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;zwenkaugrodalzig@51.21,12.27;zwenkaugrodalzig;38;75.6;89.3;34;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;nudorfbahnhof@47.75,9.19;nudorfbahnhof;38;41;94.7;41;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;riedlingenzobbahnhof@48.15,9.48;riedlingenzobbahnhof;38;36.8;98.2;40;0;7;rotation;21;RETENUE;
Etats-Unis;us_mta_lirr;lakeview@40.69,-73.65;lakeview;38;91.4;99.6;170;0;7;rotation;21;RETENUE;
France;fr_sncf;UIC87491209;Saint-Mariens - Saint-Yzan;37.9;94;100;6;0.43;7;rotation;21;RETENUE;
France;fr_sncf;UIC87725622;Tournus;37.9;85.7;100;15;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;crossenort@50.97,11.98;crossenort;37.9;75.1;86.9;37;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;puschendorf@49.52,10.83;puschendorf;37.9;84.9;97.4;27;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;martinszellallgu@47.63,10.27;martinszellallgu;37.9;70.6;98.5;24;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;mnsteralbachtenbahnhof@51.91,7.53;mnsteralbachtenbahnhof;37.9;55.5;95.3;37;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;ludwigsaufriedlos@50.90,9.74;ludwigsaufriedlos;37.9;81.9;94.3;28;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;miesbach@47.79,11.83;miesbach;37.9;93.6;92;19;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;fornsbach@48.98,9.64;fornsbach;37.9;83.8;98.9;15;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;rdental@50.29,11.03;rdental;37.9;93.6;97.1;15;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;kehlbahnhof@48.58,7.81;kehlbahnhof;37.9;94.3;93;39;0;7;rotation;21;RETENUE;
Etats-Unis;us_mta_lirr;hempsteadgardens@40.69,-73.65;hempsteadgardens;37.9;89.1;100;161;0;7;rotation;21;RETENUE;
France;fr_sncf;UIC87612002;Labège Innopole;37.7;84.5;99.6;12;0.57;7;rotation;21;RETENUE;
France;fr_sncf;UIC87755611;La Crau;37.7;94.7;100;7;0.14;7;rotation;21;RETENUE;
Norvege;no_entur;mjndalenstasjon@59.75,10.01;mjndalenstasjon;37.7;77.7;96;183;0;7;rotation;21;RETENUE;
Pays-Bas;nl_ovapi;gramsbergen@52.61,6.68;gramsbergen;37.7;97.7;100;104;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;strullendorf@49.85,10.96;strullendorf;37.7;95.8;99.2;14;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;buggingenbahnhof@47.85,7.63;buggingenbahnhof;37.7;91.7;93;19;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;eppelsheimbahnhof@49.70,8.16;eppelsheimbahnhof;37.7;43.9;95.3;41;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;monzingenbahnhof@49.79,7.59;monzingenbahnhof;37.7;76.5;99.2;33;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;kufstein@47.58,12.17;kufstein;37.7;89.4;98.5;22;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;schwindegg@48.27,12.25;schwindegg;37.7;64;97.8;26;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;rtbahnhof@48.56,8.40;rtbahnhof;37.7;66.3;98.1;188;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;badschussenriedbahnhof@47.99,9.67;badschussenriedbahnhof;37.7;54.9;95.3;34;0;7;rotation;21;RETENUE;
France;fr_sncf;UIC87741074;Culoz;37.6;84;99.6;12;0;7;rotation;21;RETENUE;
Norvege;no_entur;stangestasjon@60.72,11.19;stangestasjon;37.6;56.7;100;202;0;7;rotation;21;RETENUE;
Norvege;no_entur;tangenstasjon@60.62,11.27;tangenstasjon;37.6;58.2;100;183;0;7;rotation;21;RETENUE;
Norvege;no_entur;sarpsborgstasjon@59.29,11.12;sarpsborgstasjon;37.6;80.6;99.2;155;0;7;rotation;21;RETENUE;
Norvege;no_entur;rdestasjon@59.35,10.87;rdestasjon;37.6;80.2;99.2;170;0;7;rotation;21;RETENUE;
Pays-Bas;nl_ovapi;zevenbergen@51.64,4.61;zevenbergen;37.6;96.6;100;76;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;fnfischbachbahnhof@47.67,9.42;fnfischbachbahnhof;37.6;34.6;94.6;35;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;seybothenreuth@49.89,11.71;seybothenreuth;37.6;84.8;99.6;22;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;badenbadenhaueneberstein@48.81,8.21;badenbadenhaueneberstein;37.6;90.1;94.6;101;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;quintbahnhof@49.83,6.70;quintbahnhof;37.6;81.7;97.4;30;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;wstenbrandbahnhof@50.81,12.76;wstenbrandbahnhof;37.6;97.7;93.6;13;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;chemnitzbfmitte@50.83,12.91;chemnitzbfmitte;37.6;97.3;99.6;14;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;lebach@49.41,6.91;lebach;37.6;92;96;13;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;goldbeckosterburg@52.72,11.86;goldbeckosterburg;37.6;82.9;95.3;17;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;unterheckenhofen@49.21,11.06;unterheckenhofen;37.6;72.6;97.4;41;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;kasselbahnhofoberzwehren@51.28,9.45;kasselbahnhofoberzwehren;37.6;84.8;97.4;26;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;bettmannsge@49.00,13.19;bettmannsge;37.6;94.3;100;13;0;7;rotation;21;RETENUE;
Allemagne;de_gtfsde;gevelsberghbf@51.32,7.34;gevelsberghbf;37.6;82.9;97.4;27;0;7;rotation;21;RETENUE;
Norvege;no_entur;ryggestasjon@59.38,10.75;ryggestasjon;37.4;82.4;98.9;136;0;7;rotation;20;RETENUE;
Allemagne;de_gtfsde;hhnichenbahnhof@51.36,14.86;hhnichenbahnhof;37.4;77.9;98.1;20;0;7;rotation;20;RETENUE;
Allemagne;de_gtfsde;badbramstedtkurhaus@53.90,9.89;badbramstedtkurhaus;37.4;86.3;92.3;20;0;7;rotation;20;RETENUE;
Allemagne;de_gtfsde;aschebergbahnhof@51.78,7.60;aschebergbahnhof;37.4;53.1;96;120;0;7;rotation;20;RETENUE;
Allemagne;de_gtfsde;ingolstadtaudi@48.79,11.41;ingolstadtaudi;37.4;80.2;98.1;29;0;7;rotation;20;RETENUE;
Allemagne;de_gtfsde;badendorf@47.91,12.30;badendorf;37.4;61.5;96;41;0;7;rotation;20;RETENUE;
Allemagne;de_gtfsde;genderkingen@48.70,10.89;genderkingen;37.4;81.3;96.7;25;0;7;rotation;20;RETENUE;
