pays;reseau;gare;nom;N;ponctualite;fraicheur;distincts;annulesJour;jours;statut;K;verdict;motif
Allemagne;de_gtfsde;osthofenbahnhof@49.71,8.33;osthofenbahnhof;42.6;79.5;96.4;25;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;ashausen@53.37,10.15;ashausen;42.6;71.5;97.1;43;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;baalberge@51.76,11.78;baalberge;42.4;71.7;94.9;31;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;badwildbaduhlandplatz@48.75,8.55;badwildbaduhlandplatz;42.4;89.2;98.7;117;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;eichenzellbahnhof@50.49,9.69;eichenzellbahnhof;42.4;94.9;99;15;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;hofeld@49.51,7.16;hofeld;42.4;88.6;97.1;25;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;dreieichdreieichenhainbahnhof@50.00,8.71;dreieichdreieichenhainbahnhof;42.4;93.3;85.1;17;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;osterburg@52.79,11.76;osterburg;42.4;88.9;91.7;16;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;sanderslebenanh@51.68,11.56;sanderslebenanh;42.4;70;95.2;36;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;zotzenbachbahnhof@49.61,8.75;zotzenbachbahnhof;42.4;80.1;92.5;17;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;baltersweiler@49.49,7.17;baltersweiler;42.3;89.5;98;21;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;badnenndorfbahnhof@52.34,9.38;badnenndorfbahnhof;42.3;82.8;90.5;22;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;heufeld@47.87,11.97;heufeld;42.3;74;90.5;29;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;reeshaldernbf@51.77,6.46;reeshaldernbf;42.3;44.9;98.3;75;0;7;rotation;23;RETENUE;
Australie;au_translink_seq;deagonstation@-27.33,153.06;deagonstation;42.3;92.9;94;121;0;7;rotation;23;RETENUE;
France;fr_sncf;UIC87574319;Onzain - Chaumont-sur-Loire;42.1;88.1;100;14;2.14;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;hermsdorfklosterlausnitz@50.90,11.86;hermsdorfklosterlausnitz;42.1;76.9;89.7;31;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;werneuchenbahnhof@52.64,13.74;werneuchenbahnhof;42.1;96.3;99;19;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;bermatingenahausenbahnhof@47.73,9.35;bermatingenahausenbahnhof;42.1;35.3;93.9;39;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;melsungenrhrenfurth@51.15,9.55;melsungenrhrenfurth;42.1;73.2;93.7;33;0;7;rotation;23;RETENUE;
Australie;au_translink_seq;woodridgestation@-27.64,153.10;woodridgestation;42.1;93.2;100;89;0;7;rotation;23;RETENUE;
France;fr_sncf;UIC87615252;Gaillac;42;79.6;100;15;1.29;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;borkheidebahnhof@52.23,12.85;borkheidebahnhof;42;97.3;88;14;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;bernried@47.86,11.28;bernried;42;62.9;99;24;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;dreieichoffenthalbahnhof@49.98,8.75;dreieichoffenthalbahnhof;42;95.9;87;14;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;neckarsteinachbahnhof@49.40,8.84;neckarsteinachbahnhof;42;86.7;94.8;26;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;broistedtbahnhof@52.20,10.32;broistedtbahnhof;42;78.6;96.4;27;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;dahlensachs@51.35,12.98;dahlensachs;42;76.2;95.1;35;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;sinzigbadbodendorfbf@50.56,7.22;sinzigbadbodendorfbf;42;95.6;82.6;15;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;westerham@47.90,11.83;westerham;42;71.8;93.6;28;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;germersheimsdnolte@49.21,8.37;germersheimsdnolte;42;92.2;98.3;105;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;glanerbrug@52.22,6.97;glanerbrug;42;95.2;98;17;0;7;rotation;23;RETENUE;
Australie;au_translink_seq;kipparingstation@-27.23,153.08;kipparingstation;42;96.6;98;40;0;7;rotation;23;RETENUE;
France;fr_sncf;UIC87611152;Montréjeau - Gourdan-Polignan;41.9;88.4;99.3;15;0.57;7;rotation;23;RETENUE;
France;fr_sncf;UIC87444299;Bernay;41.9;93.2;100;8;0;7;rotation;23;RETENUE;
France;fr_sncf;UIC87741223;Saint-Pierre-d'Albigny;41.9;89.4;99.7;13;0.29;7;rotation;23;RETENUE;
France;fr_sncf;UIC87746115;Albens;41.9;86.3;99;13;0.43;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;nenzingenbahnhof@47.84,8.96;nenzingenbahnhof;41.9;95.9;94.8;11;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;walhausensaar@49.56,7.13;walhausensaar;41.9;90.1;98.7;25;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;badwildbadnord@48.76,8.56;badwildbadnord;41.9;88.1;95.4;115;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;zwingenbergbdbahnhof@49.42,9.04;zwingenbergbdbahnhof;41.9;88.7;94.8;25;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;raguhn@51.71,12.27;raguhn;41.9;89.4;92.1;19;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;reichersbeuern@47.77,11.64;reichersbeuern;41.9;91.5;88.5;19;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;rangsdorfbahnhof@52.29,13.43;rangsdorfbahnhof;41.9;88.7;96.7;20;0;7;rotation;23;RETENUE;
France;fr_sncf;UIC87184523;Montbéliard;41.7;92.8;100;12;1.29;7;rotation;23;RETENUE;
France;fr_sncf;UIC87141101;Varangéville - Saint-Nicolas;41.7;94.9;100;9;0.29;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;wahlwiesbahnhof@47.81,8.97;wahlwiesbahnhof;41.7;96.6;90.7;13;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;mhltalniederramstadtmhltalbahnhof@49.83,8.70;mhltalniederramstadtmhltalbahnhof;41.7;72.9;98;36;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;uhlerbornbahnhof@50.01,8.14;uhlerbornbahnhof;41.7;68.8;98;46;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;pulsnitzhaltepunktsd@51.18,14.01;pulsnitzhaltepunktsd;41.7;95.5;97.3;15;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;eisenhttenstadtbahnhof@52.15,14.66;eisenhttenstadtbahnhof;41.7;93.8;95.1;20;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;altenahrbf@50.52,6.99;altenahrbf;41.7;96.9;94.5;15;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;btzowbahnhof@53.84,12.00;btzowbahnhof;41.7;87.3;86.4;25;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;ottensoos@49.51,11.34;ottensoos;41.7;88;97.7;16;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;jesewitzleipzig@51.42,12.55;jesewitzleipzig;41.7;77.1;97.3;34;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;bisennestadtbahnhof@51.94,8.57;bisennestadtbahnhof;41.7;85.3;95.1;23;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;gelsenkirchenrotthausen@51.49,7.09;gelsenkirchenrotthausen;41.7;79.1;96.1;17;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;bretzfeld@49.17,9.44;bretzfeld;41.7;78.8;94.5;185;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;kirchensiegfreusburgsiedlungbf@50.82,7.90;kirchensiegfreusburgsiedlungbf;41.7;83.2;91;31;0;7;rotation;23;RETENUE;
France;fr_sncf;UIC87574343;Amboise;41.6;86.6;100;15;2.14;7;rotation;23;RETENUE;
France;fr_sncf;UIC87184507;Héricourt;41.6;92.8;100;15;1.29;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;darching@47.87,11.78;darching;41.6;94.2;93.6;15;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;neuhofbahnhof@50.45,9.62;neuhofbahnhof;41.6;67.4;96;41;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;lohrbahnhof@50.00,9.58;lohrbahnhof;41.6;77;96.4;34;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;stade@53.60,9.48;stade;41.6;78.7;98.6;27;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;sandekrfriesland@53.49,8.03;sandekrfriesland;41.6;94.8;96;20;0;7;rotation;23;RETENUE;
France;fr_sncf;UIC87584516;Coutras;41.4;93.8;100;14;0.29;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;weidenthalbahnhof@49.42,7.99;weidenthalbahnhof;41.4;82.4;94.2;30;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;reesmillingenbfhauptstrae@51.81,6.40;reesmillingenbfhauptstrae;41.4;42.8;97.6;87;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;oppenheimbahnhof@49.86,8.36;oppenheimbahnhof;41.4;85.2;97;25;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;leipzigknauthain@51.28,12.31;leipzigknauthain;41.4;77.2;90.6;37;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;ibbenbrenbahnhof@52.28,7.72;ibbenbrenbahnhof;41.4;92.1;94.8;46;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;karlsruhewestbahnhof@49.00,8.36;karlsruhewestbahnhof;41.4;90.7;93.2;50;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;melsungen@51.13,9.55;melsungen;41.4;71.4;95.4;33;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;badkstritz@50.93,12.03;badkstritz;41.4;75.9;91.5;37;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;krippenbahnhof@50.91,14.16;krippenbahnhof;41.4;82.8;96.7;26;0;7;rotation;23;RETENUE;
Pays-Bas;nl_ovapi;mantgum@53.13,5.71;mantgum;41.3;97.9;100;85;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;bingengaulsheim@49.97,7.95;bingengaulsheim;41.3;72;95.7;40;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;schney@50.17,11.07;schney;41.3;89.6;98.3;20;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;bellheimammhlbuckel@49.19,8.30;bellheimammhlbuckel;41.3;92.7;100;142;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;creidlitz@50.23,10.98;creidlitz;41.3;95.8;99;15;0;7;rotation;23;RETENUE;
Allemagne;de_gtfsde;radbruch@53.32,10.29;radbruch;41.3;68.9;98;42;0;7;rotation;23;RETENUE;
Norvege;no_entur;skoppumstasjon@59.39,10.41;skoppumstasjon;41.1;78.8;100;154;0;7;rotation;22;RETENUE;
Norvege;no_entur;holmestrandstasjon@59.49,10.31;holmestrandstasjon;41.1;76.7;100;191;0;7;rotation;22;RETENUE;
Norvege;no_entur;granstasjon@60.36,10.57;granstasjon;41.1;86.5;100;182;0;7;rotation;22;RETENUE;
Norvege;no_entur;sandestasjon@59.59,10.20;sandestasjon;41.1;72.6;100;193;0;7;rotation;22;RETENUE;
Norvege;no_entur;lunnerstasjon@60.30,10.58;lunnerstasjon;41.1;88.9;100;155;0;7;rotation;22;RETENUE;
Norvege;no_entur;gruastasjon@60.26,10.66;gruastasjon;41.1;90.6;100;178;0;7;rotation;22;RETENUE;
Norvege;no_entur;harestuastasjon@60.21,10.72;harestuastasjon;41.1;87.2;100;168;0;7;rotation;22;RETENUE;
Pays-Bas;nl_ovapi;rijssen@52.31,6.52;rijssen;41.1;97.9;99.3;86;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;kreuzaueifelstrae@50.74,6.49;kreuzaueifelstrae;41.1;97.9;91.7;9;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;frickenhausenkelterstr@48.59,9.36;frickenhausenkelterstr;41.1;76.7;98.3;82;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;felsberggensungen@51.13,9.44;felsberggensungen;41.1;83.3;94.1;30;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;marke@51.74,12.26;marke;41.1;90.6;93.8;19;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;frthwestvorstadt@49.47,10.97;frthwestvorstadt;41.1;71.2;88.9;26;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;grnbergbahnhof@50.60,8.96;grnbergbahnhof;41.1;95.1;93.5;15;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;moselbahnhof@50.78,12.48;moselbahnhof;41.1;95.8;92.6;11;0;7;rotation;22;RETENUE;
France;fr_sncf;UIC87295857;Le Quesnoy;41;89.9;100;15;0.43;7;rotation;22;RETENUE;
France;fr_sncf;UIC87765107;Orange;41;83.6;100;15;0.29;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;oerlenbach@50.14,10.13;oerlenbach;41;94.4;87.5;14;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;dollbergenbahnhof@52.42,10.18;dollbergenbahnhof;41;93.7;95.7;16;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;neidenfelsbahnhof@49.39,8.05;neidenfelsbahnhof;41;81.9;95.3;33;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;kreuzstrae@47.92,11.76;kreuzstrae;41;73.2;92.3;26;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;gummersbachdieringhausenbf@50.99,7.54;gummersbachdieringhausenbf;41;63.8;95.3;32;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;uhldingenmhlhofenbahnhof@47.74,9.25;uhldingenmhlhofenbahnhof;41;42.9;91.4;40;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;allersbergrothsee@49.26,11.21;allersbergrothsee;40.9;79.4;99.7;32;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;neckarbischofsheimnordbhf@49.31,8.94;neckarbischofsheimnordbhf;40.9;96.5;89.9;13;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;lauchhammerbahnhof@51.47,13.74;lauchhammerbahnhof;40.9;94.8;96.9;16;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;happurg@49.50,11.47;happurg;40.9;88.1;97.6;19;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;nagoldstadtmittebf@48.55,8.73;nagoldstadtmittebf;40.9;85.3;94.4;23;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;grabenneudorfnord@49.18,8.49;grabenneudorfnord;40.9;87.8;98.3;18;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;pforzheimweienstein@48.87,8.68;pforzheimweienstein;40.9;82.9;96;21;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;hamburgtonndorf@53.59,10.12;hamburgtonndorf;40.9;94.8;84.1;16;0;7;rotation;22;RETENUE;
France;fr_sncf;UIC87751529;L'Ariane La Trinité;40.7;87.4;100;9;1.71;7;rotation;22;RETENUE;
Norvege;no_entur;torpstasjon@59.17,10.27;torpstasjon;40.7;86.7;100;152;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;bellenbergbahnhof@48.25,10.09;bellenbergbahnhof;40.7;78.9;97.6;29;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;leerostfriesl@53.23,7.47;leerostfriesl;40.7;71.2;95.6;37;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;langenlonsheimbahnhof@49.90,7.90;langenlonsheimbahnhof;40.7;95.4;95;16;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;sipplingenbahnhof@47.80,9.10;sipplingenbahnhof;40.7;48.1;95.3;40;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;monbachneuhausen@48.80,8.73;monbachneuhausen;40.7;81.4;94.7;22;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;mrlenbachbahnhof@49.60,8.73;mrlenbachbahnhof;40.7;76.1;96.3;21;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;sierksdorf@54.07,10.77;sierksdorf;40.7;93;86.4;16;0;7;rotation;22;RETENUE;
France;fr_sncf;UIC87313270;Saint-Just-en-Chaussée;40.6;89.8;100;12;0.86;7;rotation;22;RETENUE;
Norvege;no_entur;jarenstasjon@60.39,10.56;jarenstasjon;40.6;95.1;98.6;110;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;dienheimbahnhof@49.84,8.36;dienheimbahnhof;40.6;84.9;96.6;24;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;karlsruhemhlburg@49.01,8.35;karlsruhemhlburg;40.6;90.1;93.4;53;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;badwildbadkurpark@48.75,8.55;badwildbadkurpark;40.6;89.1;98.6;112;0;7;rotation;22;RETENUE;
Australie;au_translink_seq;salisburystation@-27.55,153.02;salisburystation;40.6;96.5;98.3;93;0;7;rotation;22;RETENUE;
Australie;au_translink_seq;domesticairportstation@-27.38,153.12;domesticairportstation;40.6;96.1;94;100;0;7;rotation;22;RETENUE;
Australie;au_translink_seq;fairfieldstation@-27.51,153.03;fairfieldstation;40.6;94;97.3;132;0;7;rotation;22;RETENUE;
France;fr_sncf;UIC87394296;Nogent-le-Rotrou;40.4;91.2;100;14;0.29;7;rotation;22;RETENUE;
France;fr_sncf;UIC87615310;Lisle-sur-Tarn;40.4;80.6;99.3;17;1.29;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;mainzwaggonfabrik@50.01,8.23;mainzwaggonfabrik;40.4;40.3;98.3;40;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;andernachnamedybf@50.46,7.36;andernachnamedybf;40.4;54.4;90.1;46;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;mllnlauenb@53.62,10.68;mllnlauenb;40.4;71.4;96.6;23;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;nackenheimbahnhof@49.92,8.34;nackenheimbahnhof;40.4;83.4;95.9;23;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;neustadtamrbenberge@52.50,9.46;neustadtamrbenberge;40.4;64.3;96.3;48;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;koblenzltzelbf@50.37,7.59;koblenzltzelbf;40.4;62.9;91.3;42;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;heufeldmhle@47.88,11.93;heufeldmhle;40.4;70.3;89.3;25;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;ludwigslustbahnhof@53.33,11.49;ludwigslustbahnhof;40.4;88.7;98.6;25;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;windeckschladernbf@50.81,7.59;windeckschladernbf;40.4;79.2;93.1;31;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;olsbergbahnhof@51.36,8.48;olsbergbahnhof;40.4;90.8;96.6;15;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;reisenbahnhof@49.58,8.72;reisenbahnhof;40.4;77.4;92.2;20;0;7;rotation;22;RETENUE;
Pays-Bas;nl_ovapi;lichtenvoordegroenlo@52.01,6.60;lichtenvoordegroenlo;40.3;94;100;124;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;koserow@54.05,14.00;koserow;40.3;91.1;96.9;18;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;arnstadtsd@50.83,10.96;arnstadtsd;40.3;94;85.2;14;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;harsdorf@50.03,11.57;harsdorf;40.3;93.6;99.3;18;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;neckargemndaltstadt@49.39,8.80;neckargemndaltstadt;40.3;87.6;94.3;27;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;spaichingenbahnhof@48.07,8.74;spaichingenbahnhof;40.3;68.4;89.8;46;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;brakelbahnhof@51.71,9.18;brakelbahnhof;40.3;68.8;94.6;24;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;eygelshovenmarkt@50.90,6.06;eygelshovenmarkt;40.3;97.9;92.2;10;0;7;rotation;22;RETENUE;
Etats-Unis;us_mta_mnr;glenbrook@41.07,-73.52;glenbrook;40.3;95.7;100;15;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;hausham@47.75,11.84;hausham;40.1;93.6;91.2;17;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;wangenbahnhof@47.69,9.83;wangenbahnhof;40.1;75.4;95.3;25;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;nordwaldebahnhof@52.08,7.46;nordwaldebahnhof;40.1;75.8;94.6;19;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;burgmagdeburg@52.27,11.84;burgmagdeburg;40.1;76.9;96.9;27;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;rheinzabernrappengasse@49.11,8.27;rheinzabernrappengasse;40.1;91.1;98.3;146;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;oberhausenosterfeldsdbf@51.50,6.88;oberhausenosterfeldsdbf;40.1;48.4;98.3;53;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;ludwigshafenbodenseebahnhof@47.82,9.05;ludwigshafenbodenseebahnhof;40.1;49.5;96.6;44;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;doberschtz@51.49,12.75;doberschtz;40.1;71.5;85.4;48;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;bodenfelde@51.64,9.56;bodenfelde;40.1;87.9;94;21;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;duisburgtrompetbf@51.41,6.67;duisburgtrompetbf;40.1;83.3;95.3;23;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;wrthzgelstr@49.05,8.26;wrthzgelstr;40.1;90;99.3;138;0;7;rotation;22;RETENUE;
Etats-Unis;us_mta_lirr;malverne@40.68,-73.67;malverne;40.1;94.3;100;177;0;7;rotation;22;RETENUE;
France;fr_sncf;UIC87590299;Nice Pont Michel;40;87.9;100;9;1.71;7;rotation;22;RETENUE;
France;fr_sncf;UIC87756767;La Trinité Victor;40;87.5;100;9;1.71;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;laubenheimbahnhof@49.96,8.31;laubenheimbahnhof;40;85.4;95.6;24;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;elzachbahnhof@48.17,8.07;elzachbahnhof;40;86.1;98.6;29;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;westerstettenbahnhof@48.52,9.95;westerstettenbahnhof;40;91.1;96.2;20;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;drenkuhbrcke@50.78,6.49;drenkuhbrcke;40;97.9;87.8;11;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;mettenheimbahnhof@49.74,8.33;mettenheimbahnhof;40;81.8;95.9;27;0;7;rotation;22;RETENUE;
France;fr_sncf;UIC87755629;Hyères;39.9;93.5;100;6;0.14;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;seeshaupt@47.82,11.29;seeshaupt;39.9;59.9;96.9;27;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;quierschied@49.32,7.06;quierschied;39.9;92.8;97.6;18;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;mainzgonsenheimbahnhof@50.00,8.21;mainzgonsenheimbahnhof;39.9;38.7;95.5;41;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;tauberbischofsheimbahnhof@49.62,9.66;tauberbischofsheimbahnhof;39.9;91;99.6;22;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;hirsaubahnhof@48.73,8.74;hirsaubahnhof;39.9;81.4;93.6;22;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;frickenhausen@48.60,9.36;frickenhausen;39.9;77.4;97.6;66;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;bennemhlen@52.58,9.73;bennemhlen;39.9;88.9;95.9;23;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;hannoverbahnhofledeburg@52.41,9.69;hannoverbahnhofledeburg;39.9;71.7;88;27;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;immensenarpkebahnhof@52.39,10.08;immensenarpkebahnhof;39.9;92.5;97.2;19;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;steinauanderstraebahnhof@50.31,9.44;steinauanderstraebahnhof;39.9;52;97.2;43;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;maschen@53.40,10.07;maschen;39.9;65.9;94.3;41;0;7;rotation;22;RETENUE;
France;fr_sncf;UIC87276329;Pont-Sainte-Maxence;39.7;90.3;99.6;9;0.57;7;rotation;22;RETENUE;
France;fr_sncf;UIC87745620;Perrignier;39.7;96.8;100;9;0.14;7;rotation;22;RETENUE;
France;fr_sncf;UIC87756775;Drap - Cantaron;39.7;87.4;100;10;1.71;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;khren@51.35,12.83;khren;39.7;75.2;97.2;35;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;markdorfbahnhof@47.72,9.39;markdorfbahnhof;39.7;38.1;88.8;41;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;georgensgmnd@49.18,11.02;georgensgmnd;39.7;75.5;97.9;40;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;jatznickbahnhof@53.60,13.94;jatznickbahnhof;39.7;78.4;93.9;31;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;offenburgkreisschulzentrum@48.46,7.96;offenburgkreisschulzentrum;39.7;96;88.3;20;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;weselfeldmarkbf@51.68,6.62;weselfeldmarkbf;39.7;49.3;98.6;61;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;groumstadtkleinumstadtbahnhof@49.90,8.94;groumstadtkleinumstadtbahnhof;39.7;93.2;97.9;17;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;dorfen@48.27,12.16;dorfen;39.7;60.8;96.9;31;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;hagenwesterbauerbf@51.34,7.40;hagenwesterbauerbf;39.7;83.1;97.9;27;0;7;rotation;22;RETENUE;
France;fr_sncf;UIC87745588;Machilly;39.6;97.8;100;6;0.14;7;rotation;22;RETENUE;
Norvege;no_entur;roastasjon@60.28,10.62;roastasjon;39.6;88.8;96.2;171;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;genthin@52.40,12.16;genthin;39.6;76.9;97.9;26;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;norheimbahnhof@49.81,7.81;norheimbahnhof;39.6;70.4;98.9;36;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;vilseck@49.62,11.80;vilseck;39.6;66.8;98.6;37;0;7;rotation;22;RETENUE;
Allemagne;de_gtfsde;dessausd@51.80,12.24;dessausd;39.6;90.3;97.9;19;0;7;rotation;22;RETENUE;
