pays;reseau;nom;cle;N;Nobs;fraicheur;p60;p300;p600;dispersion;cvVolume;cvBrut;amplitudePonct;effetWeekend;jours;annulJour;supprJour;verdict;motif
Allemagne;de_gtfsde;;de_gtfsde|544323;25.5;11.3;44;68.9;91.1;93.3;24.4;0.88;0.84;13;9;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 11.3 < 15 , volume irregulier (CV 0.88)
France;fr_sncf;Ecully Arrêt TCL Demi-Lune Vauboin;fr_sncf|UIC87698274;24.8;11.3;46;26.5;89.7;94.1;67.6;1.35;1.19;18;33;6;0;0;REJETEE;volume observable 11.3 < 15 , volume irregulier (CV 1.35)
Allemagne;de_gtfsde;Pleinfeld;de_gtfsde|pleinfeld@49.11,10.98;23;11.3;49;55.6;86.7;91.1;35.6;0.45;0.35;24;67;4;0;0;REJETEE;presente 4/6 jours , volume observable 11.3 < 15 , volume irregulier (CV 0.45)
Allemagne;de_gtfsde;;de_gtfsde|445663;22.5;11.3;50;68.9;93.3;100;31.1;0.85;0.81;9;18;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 11.3 < 15 , volume irregulier (CV 0.85)
Allemagne;de_gtfsde;;de_gtfsde|649510;22.3;11.3;51;64.4;86.7;97.8;33.3;0.75;0.64;18;14;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 11.3 < 15 , volume irregulier (CV 0.75)
Allemagne;de_gtfsde;;de_gtfsde|446264;21.3;11.3;53;66.7;88.9;95.6;28.9;1.07;0.86;16;49;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 11.3 < 15 , volume irregulier (CV 1.07)
Allemagne;de_gtfsde;;de_gtfsde|88808;20.5;11.3;55;62.2;95.6;100;37.8;0.99;0.9;100;62;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 11.3 < 15 , volume irregulier (CV 0.99) , ponctualite erratique (amplitude 100 pt)
Allemagne;de_gtfsde;Speele;de_gtfsde|speele@51.38,9.56;20.2;11.3;56;76.5;92.6;94.1;17.6;0.77;0.75;25;33;6;0;0;REJETEE;volume observable 11.3 < 15 , volume irregulier (CV 0.77)
Allemagne;de_gtfsde;;de_gtfsde|432692;19.8;11.3;57;42.2;86.7;100;57.8;0.89;0.79;50;12;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 11.3 < 15 , volume irregulier (CV 0.89)
Allemagne;de_gtfsde;;de_gtfsde|166568;19.8;11.3;57;40;82.2;91.1;51.1;1.34;1.25;100;12;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 11.3 < 15 , volume irregulier (CV 1.34) , ponctualite erratique (amplitude 100 pt)
Allemagne;de_gtfsde;;de_gtfsde|153331;15.8;11.3;71;20;77.8;97.8;77.8;1.38;1.29;29;15;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 11.3 < 15 , volume irregulier (CV 1.38)
Etats-Unis;us_mta_lirr;;us_mta_lirr|163;15.8;11.3;71;33.3;75.6;91.1;57.8;0.65;0.73;50;330;4;0.5;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 11.3 < 15 , volume irregulier (CV 0.65)
Etats-Unis;us_mta_lirr;;us_mta_lirr|216;15.8;11.3;71;22.2;97.8;100;77.8;0.76;0.77;10;142;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 11.3 < 15 , volume irregulier (CV 0.76)
France;fr_sncf;Monaco-Monte-Carlo;fr_sncf|UIC87756403;54.6;11.2;21;60.7;83.9;91.1;30.4;0.91;0.87;100;125;5;0.2;0.2;REJETEE;presente 5/6 jours , volume observable 11.2 < 15 , volume irregulier (CV 0.91) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Menton;fr_sncf|UIC87756486;44.2;11.2;25;35.7;48.2;64.3;28.6;0.87;0.85;63;115;5;0;0.6;REJETEE;presente 5/6 jours , volume observable 11.2 < 15 , volume irregulier (CV 0.87) , ponctualite erratique (amplitude 63 pt)
France;fr_sncf;Avignon TGV;fr_sncf|UIC87318964;36.3;11.2;31;26.9;58.2;68.7;41.8;0.62;0.54;55;154;6;0;0.17;REJETEE;volume observable 11.2 < 15 , volume irregulier (CV 0.62)
France;fr_sncf;Ambérieu-en-Bugey;fr_sncf|UIC87743716;35.8;11.2;31;65.7;89.6;94;28.4;0.78;0.69;29;64;6;0.33;0.33;REJETEE;volume observable 11.2 < 15 , volume irregulier (CV 0.78)
Allemagne;de_gtfsde;Herzberg am Harz;de_gtfsde|herzbergamharz@51.64,10.33;19.2;11.2;58;82.1;98.2;100;17.9;0.78;0.71;25;45;5;0;0;REJETEE;presente 5/6 jours , volume observable 11.2 < 15 , ponctualite 98.2 % > 98 % , volume irregulier (CV 0.78)
Allemagne;de_gtfsde;Herbertshofen;de_gtfsde|herbertshofen@48.53,10.85;13.2;11.2;85;60.7;91.1;96.4;35.7;0.3;0.22;14;118;5;0;0;REJETEE;presente 5/6 jours , volume observable 11.2 < 15
Allemagne;de_gtfsde;;de_gtfsde|243713;68.8;11;16;65.9;93.2;100;34.1;0.99;0.9;100;100;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 11.0 < 15 , volume irregulier (CV 0.99) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Béziers;fr_sncf|UIC87781005;37.2;11;30;30.3;53;59.1;28.8;0.67;0.46;71;133;6;1;0.5;REJETEE;volume observable 11.0 < 15 , volume irregulier (CV 0.67) , ponctualite erratique (amplitude 71 pt)
Allemagne;de_gtfsde;Dresden S-Bahnhof Dobritz;de_gtfsde|dresdensbahnhofdobritz@51.01,13.81;26;11;42;43.2;72.7;86.4;43.2;0.4;0.37;83;89;4;0;0;REJETEE;presente 4/6 jours , volume observable 11.0 < 15 , volume irregulier (CV 0.40) , ponctualite erratique (amplitude 83 pt)
Allemagne;de_gtfsde;;de_gtfsde|58770;25.5;11;43;70.5;90.9;95.5;25;1.1;1.05;50;9;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 11.0 < 15 , volume irregulier (CV 1.10)
Allemagne;de_gtfsde;;de_gtfsde|246250;24.5;11;45;50;86.4;97.7;47.7;0.98;0.93;18;27;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 11.0 < 15 , volume irregulier (CV 0.98)
Allemagne;de_gtfsde;GLA West Bf;de_gtfsde|glawestbf@51.58,6.98;22.2;11;50;45.5;81.8;89.4;43.9;1.09;0.96;50;49;6;0;0;REJETEE;volume observable 11.0 < 15 , volume irregulier (CV 1.09)
Pays-Bas;nl_ovapi;Scheemda;nl_ovapi|scheemda@53.17,6.98;22;11;50;58.2;98.2;100;41.8;1.07;1.08;3;485;5;0;0;REJETEE;presente 5/6 jours , volume observable 11.0 < 15 , ponctualite 98.2 % > 98 % , volume irregulier (CV 1.07)
Allemagne;de_gtfsde;;de_gtfsde|70546;21.3;11;52;59.1;77.3;90.9;31.8;1.02;0.95;36;15;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 11.0 < 15 , volume irregulier (CV 1.02)
Allemagne;de_gtfsde;;de_gtfsde|381942;21;11;52;38.6;79.5;86.4;47.7;1.12;0.99;22;11;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 11.0 < 15 , volume irregulier (CV 1.12)
Allemagne;de_gtfsde;;de_gtfsde|419935;20.5;11;54;45.5;88.6;100;54.5;1.02;0.97;91;15;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 11.0 < 15 , volume irregulier (CV 1.02) , ponctualite erratique (amplitude 91 pt)
Allemagne;de_gtfsde;;de_gtfsde|309435;19.5;11;56;56.8;79.5;93.2;36.4;1.36;1.32;100;16;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 11.0 < 15 , volume irregulier (CV 1.36) , ponctualite erratique (amplitude 100 pt)
Allemagne;de_gtfsde;;de_gtfsde|317403;18.5;11;59;52.3;84.1;95.5;43.2;1.09;0.99;100;17;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 11.0 < 15 , volume irregulier (CV 1.09) , ponctualite erratique (amplitude 100 pt)
Allemagne;de_gtfsde;;de_gtfsde|223749;17.8;11;62;25;81.8;100;75;1.42;1.31;21;13;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 11.0 < 15 , volume irregulier (CV 1.42)
Pays-Bas;nl_ovapi;Warffum;nl_ovapi|warffum@53.39,6.57;17.8;11;62;54.5;100;100;45.5;0.69;0.71;0;344;4;0;0;REJETEE;presente 4/6 jours , volume observable 11.0 < 15 , trop parfaite (aucun retard > 5 min) , volume irregulier (CV 0.69)
Allemagne;de_gtfsde;;de_gtfsde|652439;16.8;11;66;27.3;65.9;86.4;59.1;1.24;1.19;71;19;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 11.0 < 15 , volume irregulier (CV 1.24) , ponctualite erratique (amplitude 71 pt)
Allemagne;de_gtfsde;;de_gtfsde|527150;16.3;11;68;79.5;95.5;97.7;18.2;0.87;0.97;100;15;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 11.0 < 15 , volume irregulier (CV 0.87) , ponctualite erratique (amplitude 100 pt)
Allemagne;de_gtfsde;;de_gtfsde|56293;15.8;11;70;18.2;77.3;97.7;79.5;1.44;1.33;25;15;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 11.0 < 15 , volume irregulier (CV 1.44)
Pays-Bas;nl_ovapi;Helmond 't Hout;nl_ovapi|helmondthout@51.47,5.63;14;11;79;63.6;94.5;100;36.4;0.74;0.8;33;550;5;0;0;REJETEE;presente 5/6 jours , volume observable 11.0 < 15 , volume irregulier (CV 0.74)
Allemagne;de_gtfsde;Waldsolms-Hasselborn;de_gtfsde|waldsolmshasselborn@50.41,8.50;27;10.8;40;58.5;86.2;98.5;40;0.97;0.9;100;57;6;0;0;REJETEE;volume observable 10.8 < 15 , volume irregulier (CV 0.97) , ponctualite erratique (amplitude 100 pt)
Allemagne;de_gtfsde;;de_gtfsde|531201;27;10.8;40;72.1;100;100;27.9;1.22;1.17;0;12;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 10.8 < 15 , trop parfaite (aucun retard > 5 min) , volume irregulier (CV 1.22)
Allemagne;de_gtfsde;;de_gtfsde|518745;25.5;10.8;42;48.8;69.8;81.4;32.6;1.35;1.35;100;9;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 10.8 < 15 , volume irregulier (CV 1.35) , ponctualite erratique (amplitude 100 pt)
Allemagne;de_gtfsde;;de_gtfsde|620332;23.5;10.8;46;60.5;97.7;100;39.5;1.11;1.06;3;10;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 10.8 < 15 , volume irregulier (CV 1.11)
Allemagne;de_gtfsde;;de_gtfsde|118842;22.3;10.8;48;39.5;67.4;95.3;55.8;0.98;0.89;43;10;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 10.8 < 15 , volume irregulier (CV 0.98)
Allemagne;de_gtfsde;;de_gtfsde|163501;22.3;10.8;48;23.3;55.8;79.1;55.8;1.26;1.08;100;18;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 10.8 < 15 , volume irregulier (CV 1.26) , ponctualite erratique (amplitude 100 pt)
Allemagne;de_gtfsde;;de_gtfsde|228502;21.5;10.8;50;58.1;79.1;88.4;30.2;1.48;1.41;24;15;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 10.8 < 15 , volume irregulier (CV 1.48)
France;fr_sncf;Mitry - Claye;fr_sncf|UIC87271528;21.5;10.8;50;69.8;93;97.7;27.9;0.65;0.42;13;187;4;0;0;REJETEE;presente 4/6 jours , volume observable 10.8 < 15 , volume irregulier (CV 0.65)
Etats-Unis;us_mta_mnr;;us_mta_mnr|164;21.3;10.8;51;27.7;86.2;96.9;69.2;0.34;0.33;27;44;6;0;0;REJETEE;identite non resolue , volume observable 10.8 < 15
Allemagne;de_gtfsde;;de_gtfsde|317600;20.5;10.8;52;60.5;86;95.3;34.9;1.42;1.34;16;15;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 10.8 < 15 , volume irregulier (CV 1.42)
Allemagne;de_gtfsde;;de_gtfsde|31734;20.3;10.8;53;34.9;62.8;79.1;44.2;1.07;0.98;48;12;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 10.8 < 15 , volume irregulier (CV 1.07)
Allemagne;de_gtfsde;;de_gtfsde|445350;20.3;10.8;53;39.5;69.8;76.7;37.2;1.23;1.11;38;20;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 10.8 < 15 , volume irregulier (CV 1.23)
Etats-Unis;us_mbta;Norwood Central;us_mbta|norwoodcentral@42.19,-71.20;20.2;10.8;53;100;100;100;0;0.2;0.23;0;54;5;0;0;REJETEE;presente 5/6 jours , volume observable 10.8 < 15 , trop parfaite (100 % sous 60 s)
Allemagne;de_gtfsde;;de_gtfsde|546202;19.5;10.8;55;69.8;81.4;95.3;25.6;0.82;0.72;27;49;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 10.8 < 15 , volume irregulier (CV 0.82)
Allemagne;de_gtfsde;;de_gtfsde|30156;18.8;10.8;57;55.8;76.7;86;30.2;1.21;1.1;33;13;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 10.8 < 15 , volume irregulier (CV 1.21)
Allemagne;de_gtfsde;;de_gtfsde|424491;18.8;10.8;57;41.9;67.4;81.4;39.5;1.12;1.13;40;13;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 10.8 < 15 , volume irregulier (CV 1.12)
Allemagne;de_gtfsde;;de_gtfsde|297813;18.5;10.8;58;27.9;60.5;81.4;53.5;1.2;1.03;44;17;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 10.8 < 15 , volume irregulier (CV 1.20)
Pays-Bas;nl_ovapi;Winsum;nl_ovapi|winsum@53.33,6.52;17.8;10.8;61;55.8;100;100;44.2;0.69;0.71;0;344;4;0;0;REJETEE;presente 4/6 jours , volume observable 10.8 < 15 , trop parfaite (aucun retard > 5 min) , volume irregulier (CV 0.69)
Pays-Bas;nl_ovapi;Baflo;nl_ovapi|baflo@53.36,6.52;17.8;10.8;61;62.8;100;100;37.2;0.69;0.71;0;344;4;0;0;REJETEE;presente 4/6 jours , volume observable 10.8 < 15 , trop parfaite (aucun retard > 5 min) , volume irregulier (CV 0.69)
Allemagne;de_gtfsde;;de_gtfsde|3378;16.5;10.8;65;55.8;79.1;95.3;39.5;1.06;0.99;33;14;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 10.8 < 15 , volume irregulier (CV 1.06)
Allemagne;de_gtfsde;;de_gtfsde|419248;15.8;10.8;68;14;72.1;100;86;1.39;1.29;33;15;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 10.8 < 15 , volume irregulier (CV 1.39)
Allemagne;de_gtfsde;;de_gtfsde|89754;15.8;10.8;68;18.6;74.4;100;81.4;1.38;1.29;32;15;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 10.8 < 15 , volume irregulier (CV 1.38)
Allemagne;de_gtfsde;;de_gtfsde|183999;15.8;10.8;68;90.7;100;100;9.3;1.14;1.09;0;15;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 10.8 < 15 , trop parfaite (aucun retard > 5 min) , volume irregulier (CV 1.14)
Etats-Unis;us_mta_lirr;;us_mta_lirr|184;15.8;10.8;68;60.5;97.7;97.7;37.2;0.79;0.73;3;133;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 10.8 < 15 , volume irregulier (CV 0.79)
Pays-Bas;nl_ovapi;Maarn;nl_ovapi|maarn@52.06,5.37;15.2;10.8;71;63;100;100;37;0.64;0.7;0;195;5;0;0;REJETEE;presente 5/6 jours , volume observable 10.8 < 15 , trop parfaite (aucun retard > 5 min) , volume irregulier (CV 0.64)
Etats-Unis;us_mta_lirr;;us_mta_lirr|157;13.4;10.8;81;44.4;88.9;98.1;53.7;0.99;0.97;13;197;5;0.6;0;REJETEE;identite non resolue , presente 5/6 jours , volume observable 10.8 < 15 , volume irregulier (CV 0.99)
France;fr_sncf;Paris Est;fr_sncf|UIC87113001;53.7;10.7;20;67.2;84.4;84.4;17.2;0.8;0.74;20;355;6;0;0;REJETEE;volume observable 10.7 < 15 , volume irregulier (CV 0.80)
Australie;au_translink_seq;Walloon station;au_translink_seq|walloonstation@-27.61,152.67;28;10.7;38;37.5;100;100;62.5;0.23;0.29;0;67;6;0;0;REJETEE;volume observable 10.7 < 15 , trop parfaite (aucun retard > 5 min)
France;fr_sncf;Carnoles;fr_sncf|UIC87756478;43.4;10.6;24;34;47.2;67.9;34;0.88;0.86;59;119;5;0;0.6;REJETEE;presente 5/6 jours , volume observable 10.6 < 15 , volume irregulier (CV 0.88)
Pays-Bas;nl_ovapi;Helmond Brouwhuis;nl_ovapi|helmondbrouwhuis@51.47,5.70;14;10.6;76;73.6;98.1;100;26.4;0.74;0.8;6;550;5;0;0;REJETEE;presente 5/6 jours , volume observable 10.6 < 15 , ponctualite 98.1 % > 98 % , volume irregulier (CV 0.74)
Etats-Unis;us_mta_lirr;;us_mta_lirr|74;13.4;10.6;79;41.5;88.7;98.1;56.6;0.96;0.97;13;197;5;0.6;0;REJETEE;identite non resolue , presente 5/6 jours , volume observable 10.6 < 15 , volume irregulier (CV 0.96)
France;fr_sncf;Avignon Centre;fr_sncf|UIC87765008;49.5;10.5;21;74.6;87.3;93.7;19;0.58;0.56;100;167;6;1.17;0.33;REJETEE;volume observable 10.5 < 15 , volume irregulier (CV 0.58) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Toulouse Matabiau;fr_sncf|UIC87611004;47.5;10.5;22;66.7;74.6;77.8;11.1;0.69;0.87;33;370;6;1.83;0;REJETEE;volume observable 10.5 < 15 , volume irregulier (CV 0.69)
Allemagne;de_gtfsde;;de_gtfsde|531425;26.3;10.5;40;61.9;85.7;97.6;35.7;0.94;0.84;21;21;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 10.5 < 15 , volume irregulier (CV 0.94)
Allemagne;de_gtfsde;;de_gtfsde|239801;21;10.5;50;64.3;88.1;100;35.7;1.22;1.14;25;19;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 10.5 < 15 , volume irregulier (CV 1.22)
Allemagne;de_gtfsde;;de_gtfsde|385373;19.5;10.5;54;57.1;88.1;95.2;38.1;1.09;0.98;15;12;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 10.5 < 15 , volume irregulier (CV 1.09)
Etats-Unis;us_mbta;Lansdowne;us_mbta|lansdowne@42.35,-71.10;19.3;10.5;54;100;100;100;0;0.47;0.54;0;27;6;0;0;REJETEE;volume observable 10.5 < 15 , trop parfaite (100 % sous 60 s) , volume irregulier (CV 0.47)
Allemagne;de_gtfsde;;de_gtfsde|214879;17.3;10.5;61;45.2;88.1;100;54.8;0.86;0.76;50;14;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 10.5 < 15 , volume irregulier (CV 0.86)
Allemagne;de_gtfsde;;de_gtfsde|146557;17;10.5;62;50;83.3;97.6;47.6;1.04;0.98;33;29;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 10.5 < 15 , volume irregulier (CV 1.04)
Allemagne;de_gtfsde;;de_gtfsde|341105;16;10.5;66;90.5;100;100;9.5;1.06;1.01;0;20;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 10.5 < 15 , trop parfaite (aucun retard > 5 min) , volume irregulier (CV 1.06)
Allemagne;de_gtfsde;Elend Drw_Eld 007 P7;de_gtfsde|elenddrweld007p7@51.76,10.70;15.5;10.5;68;35.7;88.1;100;64.3;1.19;1.15;16;15;4;0;0;REJETEE;presente 4/6 jours , volume observable 10.5 < 15 , volume irregulier (CV 1.19)
Etats-Unis;us_mbta;Windsor Gardens;us_mbta|windsorgardens@42.17,-71.22;19.4;10.4;54;100;100;100;0;0.17;0.23;0;56;5;0;0;REJETEE;presente 5/6 jours , volume observable 10.4 < 15 , trop parfaite (100 % sous 60 s)
Pays-Bas;nl_ovapi;Oldenzaal;nl_ovapi|oldenzaal@52.31,6.93;15.8;10.4;66;88.5;98.1;98.1;9.6;0.55;0.62;17;139;5;0.6;0;REJETEE;presente 5/6 jours , volume observable 10.4 < 15 , ponctualite 98.1 % > 98 % , volume irregulier (CV 0.55)
Allemagne;de_gtfsde;;de_gtfsde|506529;30.3;10.3;34;56.1;95.1;100;43.9;1.09;1.02;10;8;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 10.3 < 15 , volume irregulier (CV 1.09)
Allemagne;de_gtfsde;;de_gtfsde|161443;26;10.3;39;92.7;100;100;7.3;1.43;1.4;0;9;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 10.3 < 15 , trop parfaite (aucun retard > 5 min) , volume irregulier (CV 1.43)
Allemagne;de_gtfsde;;de_gtfsde|473472;24.5;10.3;42;80.5;97.6;100;19.5;1.39;1.36;100;9;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 10.3 < 15 , volume irregulier (CV 1.39) , ponctualite erratique (amplitude 100 pt)
Allemagne;de_gtfsde;;de_gtfsde|113617;22.3;10.3;46;46.3;80.5;87.8;41.5;1.29;1.23;25;10;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 10.3 < 15 , volume irregulier (CV 1.29)
Allemagne;de_gtfsde;;de_gtfsde|281484;22;10.3;47;61;92.7;92.7;31.7;0.88;0.82;18;11;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 10.3 < 15 , volume irregulier (CV 0.88)
Allemagne;de_gtfsde;;de_gtfsde|468628;21.8;10.3;47;53.7;68.3;70.7;17.1;0.96;0.89;43;11;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 10.3 < 15 , volume irregulier (CV 0.96)
Allemagne;de_gtfsde;;de_gtfsde|403169;20.5;10.3;50;56.1;90.2;100;43.9;1.15;1.04;12;19;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 10.3 < 15 , volume irregulier (CV 1.15)
Allemagne;de_gtfsde;Wolmirstedt;de_gtfsde|wolmirstedt@52.25,11.64;19.2;10.3;54;50;82.3;90.3;40.3;0.9;0.91;50;154;6;0;0;REJETEE;volume observable 10.3 < 15 , volume irregulier (CV 0.90)
Allemagne;de_gtfsde;;de_gtfsde|641333;18.8;10.3;55;22;87.8;100;78;1.17;1.11;17;17;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 10.3 < 15 , volume irregulier (CV 1.17)
Allemagne;de_gtfsde;;de_gtfsde|60170;17;10.3;60;85.4;97.6;100;14.6;0.85;0.78;6;19;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 10.3 < 15 , volume irregulier (CV 0.85)
Allemagne;de_gtfsde;Mosbach, Bahnhof;de_gtfsde|mosbachbahnhof@49.35,9.14;16.5;10.3;63;58.1;93.5;95.2;37.1;0.63;0.48;25;154;6;0;0;REJETEE;volume observable 10.3 < 15 , volume irregulier (CV 0.63)
Allemagne;de_gtfsde;;de_gtfsde|637665;15.8;10.3;65;85.4;97.6;97.6;12.2;1.06;1;33;15;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 10.3 < 15 , volume irregulier (CV 1.06)
France;fr_sncf;Narbonne;fr_sncf|UIC87781104;41.7;10.2;24;47.5;68.9;73.8;26.2;0.61;0.53;86;173;6;0.67;0.5;REJETEE;volume observable 10.2 < 15 , volume irregulier (CV 0.61) , ponctualite erratique (amplitude 86 pt)
France;fr_sncf;Lyon Gorge de Loup;fr_sncf|UIC87721175;24.8;10.2;41;55.7;88.5;95.1;39.3;1.29;1.19;18;33;6;0;0;REJETEE;volume observable 10.2 < 15 , volume irregulier (CV 1.29)
Etats-Unis;us_mbta;Pawtucket/Central Falls;us_mbta|pawtucketcentralfalls@41.88,-71.39;20.6;10.2;50;100;100;100;0;0.26;0.35;0;53;5;0;0;REJETEE;presente 5/6 jours , volume observable 10.2 < 15 , trop parfaite (100 % sous 60 s)
Etats-Unis;us_mbta;West Natick;us_mbta|westnatick@42.28,-71.39;18.2;10.2;56;100;100;100;0;0.48;0.51;0;27;6;0;0;REJETEE;volume observable 10.2 < 15 , trop parfaite (100 % sous 60 s) , volume irregulier (CV 0.48)
France;fr_sncf;Cap-d'Ail;fr_sncf|UIC87756395;53.4;10;19;56;82;90;34;0.92;0.89;100;130;5;0.2;0.2;REJETEE;presente 5/6 jours , volume observable 10.0 < 15 , volume irregulier (CV 0.92) , ponctualite erratique (amplitude 100 pt)
Etats-Unis;us_mta_mnr;;us_mta_mnr|153;38.3;10;26;28.3;76.7;88.3;60;0.07;0.02;100;95;6;0;0;REJETEE;identite non resolue , volume observable 10.0 < 15 , ponctualite erratique (amplitude 100 pt)
Australie;au_translink_seq;Wulkuraka station;au_translink_seq|wulkurakastation@-27.61,152.73;27.5;10;36;88.3;100;100;11.7;0.2;0.27;0;73;6;0;0;REJETEE;volume observable 10.0 < 15 , trop parfaite (aucun retard > 5 min)
Allemagne;de_gtfsde;;de_gtfsde|352450;27;10;37;70;95;100;30;1.21;1.17;100;12;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 10.0 < 15 , volume irregulier (CV 1.21) , ponctualite erratique (amplitude 100 pt)
Allemagne;de_gtfsde;;de_gtfsde|239336;26.5;10;38;92.5;95;100;7.5;1.25;1.2;50;12;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 10.0 < 15 , volume irregulier (CV 1.25)
Allemagne;de_gtfsde;;de_gtfsde|12654;25.5;10;39;85;100;100;15;0.95;0.86;0;69;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 10.0 < 15 , trop parfaite (aucun retard > 5 min) , volume irregulier (CV 0.95)
Pays-Bas;nl_ovapi;Winschoten;nl_ovapi|winschoten@53.14,7.03;22.2;10;45;78;98;100;22;1.1;1.07;3;467;5;0;0;REJETEE;presente 5/6 jours , volume observable 10.0 < 15 , volume irregulier (CV 1.10)
Allemagne;de_gtfsde;;de_gtfsde|246220;20;10;50;40;85;97.5;57.5;1.24;1.2;17;12;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 10.0 < 15 , volume irregulier (CV 1.24)
Allemagne;de_gtfsde;;de_gtfsde|12883;19.8;10;51;50;87.5;95;45;0.93;0.88;20;20;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 10.0 < 15 , volume irregulier (CV 0.93)
Allemagne;de_gtfsde;;de_gtfsde|621427;19.5;10;51;27.5;72.5;92.5;65;1.23;1.21;35;21;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 10.0 < 15 , volume irregulier (CV 1.23)
Allemagne;de_gtfsde;Meckenbeuren Kehlen, Bahnhof;de_gtfsde|meckenbeurenkehlenbahnhof@47.68,9.55;19.3;10;52;67.5;92.5;97.5;30;0.91;0.83;25;16;4;0;0;REJETEE;presente 4/6 jours , volume observable 10.0 < 15 , volume irregulier (CV 0.91)
Allemagne;de_gtfsde;Haarhausen;de_gtfsde|haarhausen@50.87,10.91;19.2;10;52;56;94;98;42;0.57;0.6;18;107;5;0;0;REJETEE;presente 5/6 jours , volume observable 10.0 < 15 , volume irregulier (CV 0.57)
Allemagne;de_gtfsde;;de_gtfsde|538508;18.8;10;53;22.5;82.5;95;72.5;1.47;1.39;50;13;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 10.0 < 15 , volume irregulier (CV 1.47)
