pays;reseau;nom;cle;N;Nobs;fraicheur;p60;p300;p600;dispersion;cvVolume;cvBrut;amplitudePonct;effetWeekend;jours;annulJour;supprJour;verdict;motif
France;fr_sncf;Carcassonne;fr_sncf|UIC87615286;15.2;2.6;17;46.2;69.2;76.9;30.8;0.41;0.56;100;257;5;0.6;0;REJETEE;presente 5/6 jours , volume observable 2.6 < 15 , volume irregulier (CV 0.41) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Cornil;fr_sncf|UIC87594481;14.8;2.6;18;53.8;61.5;69.2;15.4;0.37;0.29;100;91;5;0.4;0;REJETEE;presente 5/6 jours , volume observable 2.6 < 15 , volume irregulier (CV 0.37) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Clermont la Pardieu;fr_sncf|UIC87782607;14;2.6;19;84.6;92.3;92.3;7.7;0.48;0.4;33;126;5;0;0;REJETEE;presente 5/6 jours , volume observable 2.6 < 15 , volume irregulier (CV 0.48)
France;fr_sncf;Gap;fr_sncf|UIC87763003;11.2;2.6;23;53.8;84.6;92.3;38.5;0.37;0.44;50;215;5;0;0;REJETEE;presente 5/6 jours , volume observable 2.6 < 15 , volume irregulier (CV 0.37)
France;fr_sncf;L'Isle-d'Abeau;fr_sncf|UIC87761239;10.4;2.6;25;76.9;84.6;84.6;7.7;0.43;0.53;29;129;5;0.8;0;REJETEE;presente 5/6 jours , volume observable 2.6 < 15 , volume irregulier (CV 0.43)
France;fr_sncf;Genève-Eaux-Vives;fr_sncf|UIC85162735;29.3;2.5;9;100;100;100;0;0.54;0.55;100;144;4;0;0;REJETEE;presente 4/6 jours , volume observable 2.5 < 15 , trop parfaite (100 % sous 60 s) , volume irregulier (CV 0.54) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Bischwiller;fr_sncf|UIC87213611;25;2.5;10;70;80;80;10;0.5;0.6;100;355;4;0.5;0;REJETEE;presente 4/6 jours , volume observable 2.5 < 15 , volume irregulier (CV 0.50) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Saint-Antoine;fr_sncf|UIC87751826;22.2;2.5;11;73.3;86.7;86.7;13.3;0.73;0.71;50;96;6;0.33;0;REJETEE;volume observable 2.5 < 15 , volume irregulier (CV 0.73)
France;fr_sncf;Rosheim;fr_sncf|UIC87214320;21.3;2.5;12;100;100;100;0;0.45;0.63;100;372;4;0;0.5;REJETEE;presente 4/6 jours , volume observable 2.5 < 15 , trop parfaite (100 % sous 60 s) , volume irregulier (CV 0.45) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Persan - Beaumont;fr_sncf|UIC87276469;20.8;2.5;12;100;100;100;0;0.53;0.62;100;232;4;0;0;REJETEE;presente 4/6 jours , volume observable 2.5 < 15 , trop parfaite (100 % sous 60 s) , volume irregulier (CV 0.53) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Bernay;fr_sncf|UIC87444299;19.3;2.5;13;80;90;90;10;0.52;0.58;25;305;4;0;0;REJETEE;presente 4/6 jours , volume observable 2.5 < 15 , volume irregulier (CV 0.52)
France;fr_sncf;Goxwiller;fr_sncf|UIC87214270;18.3;2.5;14;100;100;100;0;0.6;0.72;100;564;4;0;0.25;REJETEE;presente 4/6 jours , volume observable 2.5 < 15 , trop parfaite (100 % sous 60 s) , volume irregulier (CV 0.60) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Maubeuge;fr_sncf|UIC87295006;17.8;2.5;14;60;80;80;20;0.55;0.82;100;446;4;0;0;REJETEE;presente 4/6 jours , volume observable 2.5 < 15 , volume irregulier (CV 0.55) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Gertwiller;fr_sncf|UIC87214254;17.8;2.5;14;100;100;100;0;0.58;0.71;100;545;4;0;0.25;REJETEE;presente 4/6 jours , volume observable 2.5 < 15 , trop parfaite (100 % sous 60 s) , volume irregulier (CV 0.58) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Le Havre;fr_sncf|UIC87413013;17.8;2.5;14;100;100;100;0;0.81;0.86;100;1083;4;0;0;REJETEE;presente 4/6 jours , volume observable 2.5 < 15 , trop parfaite (100 % sous 60 s) , volume irregulier (CV 0.81) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Guingamp;fr_sncf|UIC87473207;17.8;2.5;14;40;90;90;50;0.45;0.52;20;223;4;0;0;REJETEE;presente 4/6 jours , volume observable 2.5 < 15 , volume irregulier (CV 0.45)
France;fr_sncf;Théoule-sur-Mer;fr_sncf|UIC87757583;17.5;2.5;14;60;80;90;30;0.79;0.74;40;89;4;0;0.25;REJETEE;presente 4/6 jours , volume observable 2.5 < 15 , volume irregulier (CV 0.79)
France;fr_sncf;Laroche - Migennes;fr_sncf|UIC87683268;15.8;2.5;16;53.3;86.7;100;46.7;0.81;0.87;100;504;6;0;0.17;REJETEE;volume observable 2.5 < 15 , volume irregulier (CV 0.81) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Courville-sur-Eure;fr_sncf|UIC87394221;15.3;2.5;16;70;80;90;20;0.27;0.23;100;144;4;0.25;0.25;REJETEE;presente 4/6 jours , volume observable 2.5 < 15 , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;La Roche-sur-Yon;fr_sncf|UIC87486019;15.3;2.5;16;60;70;80;20;0.39;0.56;67;259;4;0;0;REJETEE;presente 4/6 jours , volume observable 2.5 < 15 , volume irregulier (CV 0.39) , ponctualite erratique (amplitude 67 pt)
France;fr_sncf;Kork;fr_sncf|UIC80142919;13.5;2.5;19;60;80;90;30;0.25;0.36;50;184;4;0;0;REJETEE;presente 4/6 jours , volume observable 2.5 < 15
France;fr_sncf;Saint-Émilion;fr_sncf|UIC87584102;13;2.5;19;50;50;90;40;0.91;0.8;100;58;4;0;0;REJETEE;presente 4/6 jours , volume observable 2.5 < 15 , volume irregulier (CV 0.91) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Frontenex;fr_sncf|UIC87741629;13;2.5;19;53.3;66.7;73.3;20;0.33;0.41;100;89;6;0;0;REJETEE;volume observable 2.5 < 15 , ponctualite erratique (amplitude 100 pt)
Allemagne;de_gtfsde;;de_gtfsde|621428;11.8;2.5;21;60;80;90;30;1.14;1;100;20;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 2.5 < 15 , volume irregulier (CV 1.14) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Arvant;fr_sncf|UIC87734251;9.7;2.5;26;46.7;60;73.3;26.7;0.46;0.56;67;246;6;0;0;REJETEE;volume observable 2.5 < 15 , volume irregulier (CV 0.46) , ponctualite erratique (amplitude 67 pt)
France;fr_sncf;Saint-Marcel;fr_sncf|UIC87751701;9.3;2.5;27;60;90;90;30;0.49;0.09;100;83;4;0.25;0;REJETEE;presente 4/6 jours , volume observable 2.5 < 15 , volume irregulier (CV 0.49) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;La Penne-sur-Huveaune;fr_sncf|UIC87751743;9.3;2.5;27;50;90;90;40;0.37;0.09;100;83;4;0.25;0;REJETEE;presente 4/6 jours , volume observable 2.5 < 15 , volume irregulier (CV 0.37) , ponctualite erratique (amplitude 100 pt)
Pays-Bas;nl_ovapi;Enschede De Eschmarke;nl_ovapi|enschededeeschmarke@52.22,6.95;8.5;2.5;29;90;90;90;0;0.43;0.55;100;79;4;0;0;REJETEE;presente 4/6 jours , volume observable 2.5 < 15 , distribution degeneree (0.0 pt) , volume irregulier (CV 0.43) , ponctualite erratique (amplitude 100 pt)
Pays-Bas;nl_ovapi;Glanerbrug;nl_ovapi|glanerbrug@52.22,6.97;8.5;2.5;29;90;90;90;0;0.43;0.55;100;79;4;0;0;REJETEE;presente 4/6 jours , volume observable 2.5 < 15 , distribution degeneree (0.0 pt) , volume irregulier (CV 0.43) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Siorac-en-Périgord;fr_sncf|UIC87595769;8.3;2.5;30;10;90;90;80;0.53;0.46;17;120;4;0;3;REJETEE;presente 4/6 jours , volume observable 2.5 < 15 , volume irregulier (CV 0.53)
France;fr_sncf;Saint-Béron - La Bridoire;fr_sncf|UIC87741454;3.8;2.5;67;40;80;80;40;0.42;0.22;33;;4;0;0;REJETEE;presente 4/6 jours , volume observable 2.5 < 15 , volume irregulier (CV 0.42)
France;fr_sncf;Saint-Germain-au-Mont-d'Or;fr_sncf|UIC87721282;23.2;2.4;10;91.7;91.7;91.7;0;1.07;0.86;100;73;5;0;0.4;REJETEE;presente 5/6 jours , volume observable 2.4 < 15 , distribution degeneree (0.0 pt) , volume irregulier (CV 1.07) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Châteauroux;fr_sncf|UIC87597005;14.8;2.4;16;50;75;75;25;0.42;0.46;100;186;5;0.8;0;REJETEE;presente 5/6 jours , volume observable 2.4 < 15 , volume irregulier (CV 0.42) , ponctualite erratique (amplitude 100 pt)
Pays-Bas;nl_ovapi;Düsseldorf Hbf;nl_ovapi|dsseldorfhbf@51.22,6.79;13.2;2.4;18;100;100;100;0;0.35;0.48;100;231;5;0;0;REJETEE;presente 5/6 jours , volume observable 2.4 < 15 , trop parfaite (100 % sous 60 s) , volume irregulier (CV 0.35) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Jouy;fr_sncf|UIC87394155;11.6;2.4;21;75;91.7;91.7;16.7;0.88;0.51;100;213;5;0.6;1;REJETEE;presente 5/6 jours , volume observable 2.4 < 15 , volume irregulier (CV 0.88) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Saint-Vincent-de-Tyrosse;fr_sncf|UIC87673277;11.4;2.4;21;50;91.7;91.7;41.7;0.53;0.4;100;145;5;1.4;0.2;REJETEE;presente 5/6 jours , volume observable 2.4 < 15 , volume irregulier (CV 0.53) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;La Pauline;fr_sncf|UIC87755314;11.2;2.4;21;41.7;75;83.3;41.7;0.55;0.46;50;130;5;1;0.2;REJETEE;presente 5/6 jours , volume observable 2.4 < 15 , volume irregulier (CV 0.55)
France;fr_sncf;Veynes Dévoluy;fr_sncf|UIC87763300;10.4;2.4;23;33.3;66.7;83.3;50;0.63;0.48;100;205;5;0;0;REJETEE;presente 5/6 jours , volume observable 2.4 < 15 , volume irregulier (CV 0.63) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Connerré - Beillé;fr_sncf|UIC87396309;9.8;2.4;24;75;91.7;91.7;16.7;0.64;0.54;20;282;5;0.2;0.2;REJETEE;presente 5/6 jours , volume observable 2.4 < 15 , volume irregulier (CV 0.64)
Etats-Unis;us_mbta;West Gloucester;us_mbta|westgloucester@42.61,-70.71;6.2;2.4;39;100;100;100;0;0.53;0.59;100;141;5;0;0;REJETEE;presente 5/6 jours , volume observable 2.4 < 15 , trop parfaite (100 % sous 60 s) , volume irregulier (CV 0.53) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Genève-Champel;fr_sncf|UIC85162727;29.3;2.3;8;100;100;100;0;0.53;0.55;100;144;4;0;0;REJETEE;presente 4/6 jours , volume observable 2.3 < 15 , trop parfaite (100 % sous 60 s) , volume irregulier (CV 0.53) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Laval;fr_sncf|UIC87478404;21.8;2.3;11;50;64.3;78.6;28.6;0.51;0.65;100;285;6;0.33;0;REJETEE;volume observable 2.3 < 15 , volume irregulier (CV 0.51) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Erstein;fr_sncf|UIC87214148;18;2.3;13;77.8;88.9;88.9;11.1;0.46;0.54;100;300;4;0;0;REJETEE;presente 4/6 jours , volume observable 2.3 < 15 , volume irregulier (CV 0.46) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Septèmes;fr_sncf|UIC87751800;17.8;2.3;13;85.7;100;100;14.3;0.78;0.8;100;93;6;0.17;0;REJETEE;volume observable 2.3 < 15 , trop parfaite (aucun retard > 5 min) , volume irregulier (CV 0.78) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Sablé-sur-Sarthe;fr_sncf|UIC87396408;17.8;2.3;13;55.6;100;100;44.4;0.57;0.57;0;274;4;0;0;REJETEE;presente 4/6 jours , volume observable 2.3 < 15 , trop parfaite (aucun retard > 5 min) , volume irregulier (CV 0.57)
France;fr_sncf;Épernay;fr_sncf|UIC87171553;17.5;2.3;13;55.6;55.6;100;44.4;0.37;0.52;100;312;4;0;0;REJETEE;presente 4/6 jours , volume observable 2.3 < 15 , volume irregulier (CV 0.37) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Mandelieu-la-Napoule;fr_sncf|UIC87757591;17;2.3;13;66.7;88.9;88.9;22.2;0.77;0.72;25;94;4;0;0.25;REJETEE;presente 4/6 jours , volume observable 2.3 < 15 , volume irregulier (CV 0.77)
France;fr_sncf;Savenay;fr_sncf|UIC87481838;16;2.3;14;55.6;77.8;88.9;33.3;0.44;0.54;100;327;4;0;0;REJETEE;presente 4/6 jours , volume observable 2.3 < 15 , volume irregulier (CV 0.44) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Varangéville - Saint-Nicolas;fr_sncf|UIC87141101;16;2.3;14;55.6;77.8;100;44.4;0.49;0.57;33;357;4;0;0.25;REJETEE;presente 4/6 jours , volume observable 2.3 < 15 , volume irregulier (CV 0.49)
France;fr_sncf;Château-Thierry;fr_sncf|UIC87116582;14.8;2.3;15;55.6;66.7;100;44.4;0.5;0.46;100;168;4;0;0;REJETEE;presente 4/6 jours , volume observable 2.3 < 15 , volume irregulier (CV 0.50) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Anse;fr_sncf|UIC87721324;14.5;2.3;16;88.9;88.9;100;11.1;0.93;0.98;100;26;4;0;0.5;REJETEE;presente 4/6 jours , volume observable 2.3 < 15 , volume irregulier (CV 0.93) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Tenay - Hauteville;fr_sncf|UIC87743757;14.3;2.3;16;33.3;66.7;66.7;33.3;0.48;0.45;100;50;4;0;0.25;REJETEE;presente 4/6 jours , volume observable 2.3 < 15 , volume irregulier (CV 0.48) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Servas - Lent;fr_sncf|UIC87723791;14.3;2.3;16;66.7;88.9;100;33.3;1.03;0.86;100;50;4;0;0;REJETEE;presente 4/6 jours , volume observable 2.3 < 15 , volume irregulier (CV 1.03) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Sens;fr_sncf|UIC87683003;14.2;2.3;16;57.1;85.7;92.9;35.7;0.77;0.89;40;539;6;0;0;REJETEE;volume observable 2.3 < 15 , volume irregulier (CV 0.77)
France;fr_sncf;Périgueux;fr_sncf|UIC87595009;13.7;2.3;17;64.3;85.7;85.7;21.4;0.66;0.74;50;329;6;0.17;0;REJETEE;volume observable 2.3 < 15 , volume irregulier (CV 0.66)
France;fr_sncf;Anizy - Pinon;fr_sncf|UIC87296566;13.5;2.3;17;77.8;88.9;88.9;11.1;0.91;0.71;100;69;4;0;0;REJETEE;presente 4/6 jours , volume observable 2.3 < 15 , volume irregulier (CV 0.91) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Le Puy-en-Velay;fr_sncf|UIC87734699;13.5;2.3;17;92.9;92.9;92.9;0;0.53;0.47;100;89;6;0;0.17;REJETEE;volume observable 2.3 < 15 , distribution degeneree (0.0 pt) , volume irregulier (CV 0.53) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Grésy-sur-Isère;fr_sncf|UIC87741611;13;2.3;18;42.9;71.4;78.6;35.7;0.33;0.41;100;89;6;0;0;REJETEE;volume observable 2.3 < 15 , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Herrlisheim;fr_sncf|UIC87212340;12.5;2.3;18;77.8;100;100;22.2;1.03;0.78;100;52;4;0;0;REJETEE;presente 4/6 jours , volume observable 2.3 < 15 , trop parfaite (aucun retard > 5 min) , volume irregulier (CV 1.03) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Vernon - Giverny;fr_sncf|UIC87415604;12.5;2.3;18;77.8;88.9;88.9;11.1;0.48;0.61;25;400;4;0;0;REJETEE;presente 4/6 jours , volume observable 2.3 < 15 , volume irregulier (CV 0.48)
France;fr_sncf;Turckheim;fr_sncf|UIC87182352;12.3;2.3;18;55.6;66.7;88.9;33.3;0.67;0.79;50;600;4;0;0;REJETEE;presente 4/6 jours , volume observable 2.3 < 15 , volume irregulier (CV 0.67)
Allemagne;de_gtfsde;Jaromer;de_gtfsde|jaromer@50.34,15.91;10.3;2.3;22;66.7;100;100;33.3;1.07;0.91;100;73;4;0;0;REJETEE;presente 4/6 jours , volume observable 2.3 < 15 , trop parfaite (aucun retard > 5 min) , volume irregulier (CV 1.07) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Futuroscope;fr_sncf|UIC87324095;9.8;2.3;23;44.4;55.6;66.7;22.2;0.37;0.43;67;225;4;0.5;0.25;REJETEE;presente 4/6 jours , volume observable 2.3 < 15 , volume irregulier (CV 0.37) , ponctualite erratique (amplitude 67 pt)
France;fr_sncf;Muret;fr_sncf|UIC87611038;9.3;2.3;24;44.4;66.7;66.7;22.2;0.54;0.67;100;236;4;0;0;REJETEE;presente 4/6 jours , volume observable 2.3 < 15 , volume irregulier (CV 0.54) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Feurs;fr_sncf|UIC87726877;9;2.3;25;66.7;88.9;100;33.3;0.8;0.46;100;50;4;0;0;REJETEE;presente 4/6 jours , volume observable 2.3 < 15 , volume irregulier (CV 0.80) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Elbeuf - Saint-Aubin;fr_sncf|UIC87411173;8.8;2.3;26;55.6;100;100;44.4;0.02;0.37;100;218;4;0;0;REJETEE;presente 4/6 jours , volume observable 2.3 < 15 , trop parfaite (aucun retard > 5 min) , ponctualite erratique (amplitude 100 pt)
Pays-Bas;nl_ovapi;Berlin Südkreuz;nl_ovapi|berlinsdkreuz@52.48,13.37;8;2.3;28;11.1;11.1;55.6;44.4;0.73;0.29;33;136;4;0;0;REJETEE;presente 4/6 jours , volume observable 2.3 < 15 , volume irregulier (CV 0.73)
France;fr_sncf;Berg (Pfalz);fr_sncf|UIC80191064;7.8;2.3;29;88.9;88.9;100;11.1;0.53;0.61;100;158;4;0;0;REJETEE;presente 4/6 jours , volume observable 2.3 < 15 , volume irregulier (CV 0.53) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;TGV Haute Picardie;fr_sncf|UIC87313882;6.5;2.3;35;55.6;55.6;66.7;11.1;0.2;0.47;75;271;4;0;0;REJETEE;presente 4/6 jours , volume observable 2.3 < 15 , ponctualite erratique (amplitude 75 pt)
France;fr_sncf;Charleville-Mézières;fr_sncf|UIC87172007;18.8;2.2;12;100;100;100;0;0.6;0.68;100;354;5;0;0;REJETEE;presente 5/6 jours , volume observable 2.2 < 15 , trop parfaite (100 % sous 60 s) , volume irregulier (CV 0.60) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Picon Busserine;fr_sncf|UIC87759290;17.8;2.2;12;76.9;92.3;100;23.1;0.78;0.8;100;93;6;0.17;0;REJETEE;volume observable 2.2 < 15 , volume irregulier (CV 0.78) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Aubazines - Saint-Hilaire;fr_sncf|UIC87594465;14.8;2.2;15;54.5;63.6;72.7;18.2;0.32;0.29;100;91;5;0.4;0;REJETEE;presente 5/6 jours , volume observable 2.2 < 15 , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Moûtiers-Salins-Brides-les-B.;fr_sncf|UIC87741728;14.7;2.2;15;84.6;84.6;84.6;0;0.45;0.28;40;89;6;0;0;REJETEE;volume observable 2.2 < 15 , distribution degeneree (0.0 pt) , volume irregulier (CV 0.45)
France;fr_sncf;La Seyne - Six Fours;fr_sncf|UIC87755264;14.4;2.2;15;63.6;81.8;81.8;18.2;0.48;0.56;100;134;5;0.4;0;REJETEE;presente 5/6 jours , volume observable 2.2 < 15 , volume irregulier (CV 0.48) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Épierre - Saint-Léger;fr_sncf|UIC87741280;11.7;2.2;19;38.5;61.5;76.9;38.5;0.63;0.58;100;64;6;0;0;REJETEE;volume observable 2.2 < 15 , volume irregulier (CV 0.63) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Chamousset;fr_sncf|UIC87741231;11.7;2.2;19;23.1;46.2;53.8;30.8;0.59;0.58;100;64;6;0;0;REJETEE;volume observable 2.2 < 15 , volume irregulier (CV 0.59) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Rosporden;fr_sncf|UIC87474155;10.8;2.2;20;81.8;90.9;90.9;9.1;0.43;0.53;100;236;5;0;0;REJETEE;presente 5/6 jours , volume observable 2.2 < 15 , volume irregulier (CV 0.43) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Brassac-les-Mines - Sainte-Florine;fr_sncf|UIC87734244;10.2;2.2;22;54.5;63.6;72.7;18.2;0.33;0.43;100;198;5;0;0;REJETEE;presente 5/6 jours , volume observable 2.2 < 15 , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Saint-Geniès-de-Malgoirès;fr_sncf|UIC87775361;10.2;2.2;22;54.5;81.8;81.8;27.3;0.63;0.4;100;114;5;0;0;REJETEE;presente 5/6 jours , volume observable 2.2 < 15 , volume irregulier (CV 0.63) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Brioude;fr_sncf|UIC87734269;8.8;2.2;25;54.5;63.6;90.9;36.4;0.4;0.38;100;180;5;0;0;REJETEE;presente 5/6 jours , volume observable 2.2 < 15 , volume irregulier (CV 0.40) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Saint-Georges-d'Aurac;fr_sncf|UIC87734301;6.8;2.2;32;45.5;54.5;90.9;45.5;0.2;0.36;100;190;5;0;0;REJETEE;presente 5/6 jours , volume observable 2.2 < 15 , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Lancy-Bachet;fr_sncf|UIC85171421;29.3;2;7;100;100;100;0;0.53;0.55;100;144;4;0;0;REJETEE;presente 4/6 jours , volume observable 2.0 < 15 , trop parfaite (100 % sous 60 s) , volume irregulier (CV 0.53) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Lens;fr_sncf|UIC87345025;19.8;2;10;100;100;100;0;0.54;0.69;100;394;4;0;0;REJETEE;presente 4/6 jours , volume observable 2.0 < 15 , trop parfaite (100 % sous 60 s) , volume irregulier (CV 0.54) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Meung-sur-Loire;fr_sncf|UIC87574137;19.3;2;10;75;87.5;87.5;12.5;0.32;0.53;33;305;4;0.25;0;REJETEE;presente 4/6 jours , volume observable 2.0 < 15
France;fr_sncf;Amboise;fr_sncf|UIC87574343;18;2;11;87.5;87.5;87.5;0;0.51;0.59;33;350;4;0.25;0;REJETEE;presente 4/6 jours , volume observable 2.0 < 15 , distribution degeneree (0.0 pt) , volume irregulier (CV 0.51)
France;fr_sncf;Sainte-Marthe en Provence;fr_sncf|UIC87751842;17.8;2;11;75;91.7;100;25;0.78;0.8;100;93;6;0.17;0;REJETEE;volume observable 2.0 < 15 , volume irregulier (CV 0.78) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Saint-Agne;fr_sncf|UIC87611301;17.3;2;12;62.5;87.5;87.5;25;0.64;0.9;100;306;4;0;0;REJETEE;presente 4/6 jours , volume observable 2.0 < 15 , volume irregulier (CV 0.64) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Charmes;fr_sncf|UIC87144055;14.8;2;14;50;50;75;25;0.36;0.47;60;269;4;0;0.25;REJETEE;presente 4/6 jours , volume observable 2.0 < 15 , volume irregulier (CV 0.36)
France;fr_sncf;Tarbes;fr_sncf|UIC87671008;14.5;2;14;75;83.3;91.7;16.7;0.66;0.63;100;235;6;0.33;1.17;REJETEE;volume observable 2.0 < 15 , volume irregulier (CV 0.66) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Saint-Sulpice - Auteuil;fr_sncf|UIC87313684;14.3;2;14;100;100;100;0;0.56;0.52;100;138;4;0;0;REJETEE;presente 4/6 jours , volume observable 2.0 < 15 , trop parfaite (100 % sous 60 s) , volume irregulier (CV 0.56) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Chambly;fr_sncf|UIC87276725;14.3;2;14;100;100;100;0;0.56;0.52;100;138;4;0;0;REJETEE;presente 4/6 jours , volume observable 2.0 < 15 , trop parfaite (100 % sous 60 s) , volume irregulier (CV 0.56) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Tarare;fr_sncf|UIC87721472;14.2;2;14;70;80;80;10;0.91;0.88;100;44;5;0;0;REJETEE;presente 5/6 jours , volume observable 2.0 < 15 , volume irregulier (CV 0.91) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Tulle;fr_sncf|UIC87594499;14.2;2;14;83.3;91.7;91.7;8.3;0.61;0.47;100;104;6;0.33;0;REJETEE;volume observable 2.0 < 15 , volume irregulier (CV 0.61) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Saint-Cyr Les Lecques - La Cadière;fr_sncf|UIC87755215;14;2;14;50;80;80;30;0.47;0.62;100;150;5;0.4;0;REJETEE;presente 5/6 jours , volume observable 2.0 < 15 , volume irregulier (CV 0.47) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Ebersheim;fr_sncf|UIC87214106;13.8;2;15;75;100;100;25;0.44;0.56;100;323;4;0;0;REJETEE;presente 4/6 jours , volume observable 2.0 < 15 , trop parfaite (aucun retard > 5 min) , volume irregulier (CV 0.44) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Uckange;fr_sncf|UIC87191130;13.8;2;15;75;100;100;25;0.4;0.47;100;267;4;0.25;0.75;REJETEE;presente 4/6 jours , volume observable 2.0 < 15 , trop parfaite (aucun retard > 5 min) , volume irregulier (CV 0.40) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Besançon Franche-Comté TGV;fr_sncf|UIC87300863;13.5;2;15;41.7;75;83.3;41.7;0.8;0.74;100;152;6;0;0;REJETEE;volume observable 2.0 < 15 , volume irregulier (CV 0.80) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Gazeran;fr_sncf|UIC87393348;13.3;2;15;87.5;100;100;12.5;0.37;0.4;0;179;4;0.5;0;REJETEE;presente 4/6 jours , volume observable 2.0 < 15 , trop parfaite (aucun retard > 5 min) , volume irregulier (CV 0.37)
France;fr_sncf;Sainte-Foy-la-Grande;fr_sncf|UIC87584193;13;2;15;50;50;100;50;0.97;0.8;67;58;4;0;0;REJETEE;presente 4/6 jours , volume observable 2.0 < 15 , volume irregulier (CV 0.97) , ponctualite erratique (amplitude 67 pt)
France;fr_sncf;Vélines;fr_sncf|UIC87584177;13;2;15;37.5;37.5;100;62.5;0.89;0.8;50;58;4;0;0;REJETEE;presente 4/6 jours , volume observable 2.0 < 15 , volume irregulier (CV 0.89)
France;fr_sncf;Cambrai;fr_sncf|UIC87345520;12.8;2;16;50;62.5;62.5;12.5;0.81;0.87;67;750;4;0.25;0.25;REJETEE;presente 4/6 jours , volume observable 2.0 < 15 , volume irregulier (CV 0.81) , ponctualite erratique (amplitude 67 pt)
